"","datestop","crimsusp","frisked","searched","sex","race","age","city"
"2219",2162016,"CPW","Y","Y","M","B","17","MANHATTAN"
"2220",2162016,"MISD","N","N","M","B","30","BRONX"
"2221",2162016,"FEL","Y","N","M","W","26","BROOKLYN"
"2222",2162016,"FEL","N","N","M","W","24","BROOKLYN"
"2223",2162016,"ROBBERY","Y","N","M","B","27","BRONX"
"2224",2162016,"FELONY","N","N","M","A","21","QUEENS"
"2225",2162016,"FELONY","N","N","M","B","36","QUEENS"
"2226",2162016,"MISD","Y","Y","M","Q","19","BROOKLYN"
"2227",2162016,"CRIM SALE OF C.S","Y","Y","M","B","25","BROOKLYN"
"2228",2162016,"CRIM SALE OF C.S","Y","Y","M","B","22","BROOKLYN"
"2229",2162016,"CSCS","Y","Y","M","B","25","BROOKLYN"
"2230",2162016,"CPM","N","Y","M","B","33","BRONX"
"2231",2162016,"FELONY","Y","N","M","Q","23","QUEENS"
"2232",2162016,"FEL","Y","N","M","B","42","BROOKLYN"
"2233",2162016,"MISD","Y","Y","M","A","34","BROOKLYN"
"2234",2162016,"MISD","Y","Y","M","A","41","BROOKLYN"
"2235",2162016,"FEL","Y","N","M","B","22","BROOKLYN"
"2236",2162016,"FEL","Y","N","M","B","22","BROOKLYN"
"2237",2162016,"FEL","Y","N","M","B","24","BROOKLYN"
"2238",2162016,"ROBBERY (FEL)","N","N","M","B","15","BROOKLYN"
"2239",2162016,"MISD","Y","N","F","B","20","MANHATTAN"
"2240",2162016,"FEL","Y","N","M","B","31","BROOKLYN"
"2241",2162016,"MISD","Y","N","M","B","20","MANHATTAN"
"2242",2162016,"FEL","Y","N","M","B","26","BROOKLYN"
"2243",2162016,"FELOINY","Y","Y","M","B","37","QUEENS"
"2244",2162016,"FEL","Y","N","M","B","27","BROOKLYN"
"2245",2162016,"FEL","Y","N","M","B","24","BROOKLYN"
"2246",2162016,"FEL","Y","Y","M","B","35","BROOKLYN"
"2247",2162016,"FEL","Y","N","M","B","44","BRONX"
"2248",2172016,"ASSAULT","Y","N","F","P","24","MANHATTAN"
"2249",2172016,"BURGLARY","N","N","M","Q","59","BRONX"
"2250",2172016,"CRIMINAL TRESPASS","N","N","M","Q","37","BRONX"
"2251",2172016,"CRIMINAL TRESPASS","N","N","M","Q","30","BRONX"
"2252",2172016,"ROBBEY","Y","N","M","Q","15","BRONX"
"2253",2172016,"CPW","Y","N","F","W","22","BRONX"
"2254",2172016,"CPW","Y","N","F","W","21","BRONX"
"2255",2172016,"CPW","Y","N","M","P","26","BRONX"
"2256",2172016,"FELONY","Y","Y","M","B","36","MANHATTAN"
"2257",2172016,"FEL","Y","N","M","Q","49","BROOKLYN"
"2258",2172016,"MISDEMEANOR","N","N","M","B","22","MANHATTAN"
"2259",2172016,"MISDEMEANOR","N","N","M","Q","19","MANHATTAN"
"2260",2172016,"FELONY","Y","N","M","B","34","QUEENS"
"2261",2172016,"FELONY","N","N","M","B","52","BRONX"
"2262",2172016,"CPW","Y","N","M","B","17","BROOKLYN"
"2263",2172016,"CPW","Y","Y","M","Q","16","BROOKLYN"
"2264",2172016,"MISD","Y","N","M","B","56","MANHATTAN"
"2265",2172016,"MISD","Y","Y","M","B","53","MANHATTAN"
"2266",2172016,"FELONY","Y","N","M","B","33","BRONX"
"2267",2172016,"CPW","Y","N","M","A","29","QUEENS"
"2268",2172016,"MISD","Y","N","M","Q","34","BRONX"
"2269",2172016,"MISC","Y","N","M","Q","31","BROOKLYN"
"2270",2172016,"MISDEMEANOR","Y","N","F","B","32","BROOKLYN"
"2271",2172016,"FELONY","Y","N","M","Q","36","QUEENS"
"2272",2172016,"FELONY","Y","N","M","B","27","BROOKLYN"
"2273",2172016,"CPW/MENACING","Y","N","M","P","49","BRONX"
"2274",2172016,"FELONY","Y","Y","M","B","19","QUEENS"
"2275",2172016,"FELONY","Y","Y","M","B","21","QUEENS"
"2276",2172016,"ROBBERY","N","N","M","W","35","STATEN IS"
"2277",2172016,"MISD","Y","N","M","P","20","BRONX"
"2278",2172016,"MISD","Y","Y","M","P","43","MANHATTAN"
"2279",2172016,"CRIM MISCHIEF","N","N","M","B","19","STATEN IS"
"2280",2172016,"CPW","Y","N","M","B","17","MANHATTAN"
"2281",2172016,"FELONY","Y","Y","M","Q","35","QUEENS"
"2282",2172016,"FELONY","Y","Y","M","Q","46","QUEENS"
"2283",2172016,"FELONY","N","N","M","Q","38","QUEENS"
"2284",2172016,"FELONY","Y","Y","M","B","15","MANHATTAN"
"2285",2172016,"FELONY","Y","Y","M","B","16","MANHATTAN"
"2286",2172016,"FELONY","N","N","M","B","20","QUEENS"
"2287",2172016,"MISD","Y","N","M","B","32","BRONX"
"2288",2172016,"MISD","Y","N","M","Q","35","BRONX"
"2289",2172016,"FELONY","N","N","M","A","21","QUEENS"
"2290",2172016,"FELONY","N","N","M","A","22","QUEENS"
"2291",2172016,"MISD","N","N","M","B","19","BROOKLYN"
"2292",2172016,"FELONY","N","N","M","A","26","QUEENS"
"2293",2172016,"FEL","Y","N","M","Q","19","BROOKLYN"
"2294",2172016,"FELONY","Y","N","F","W","45","QUEENS"
"2295",2172016,"FELONY","Y","N","M","W","44","QUEENS"
"2296",2172016,"CPW","Y","N","M","B","20","BROOKLYN"
"2297",2172016,"CPW","Y","N","M","B","19","BROOKLYN"
"2298",2172016,"CPW","Y","N","M","Q","23","BRONX"
"2299",2172016,"FELONY","Y","N","M","A","25","QUEENS"
"2300",2172016,"FELONY","Y","Y","M","B","19","MANHATTAN"
"2301",2172016,"MISD","Y","N","M","P","20","MANHATTAN"
"2302",2172016,"GRAND LARCENY","N","N","M","P","24","BRONX"
"2303",2172016,"CPM","Y","Y","M","B","25","BRONX"
"2304",2172016,"CPW-MISD","Y","N","M","B","20","BRONX"
"2305",2172016,"FEL","Y","N","M","B","29","MANHATTAN"
"2306",2172016,"MISD","Y","Y","M","P","23","BRONX"
"2307",2172016,"ROBBERY","Y","N","M","B","45","BRONX"
"2308",2172016,"ROBBERY","Y","Y","M","B","39","BRONX"
"2309",2172016,"FELONY","N","N","M","B","42","QUEENS"
"2310",2172016,"FELONY","Y","N","M","Q","34","QUEENS"
"2311",2172016,"PL AUTO","Y","N","M","W","36","STATEN IS"
"2312",2172016,"FELONY","Y","Y","M","Q","19","QUEENS"
"2313",2172016,"FELONY","Y","N","M","P","23","QUEENS"
"2314",2172016,"FELONY","Y","Y","M","P","21","QUEENS"
"2315",2172016,"CPW","Y","N","M","B","32","BRONX"
"2316",2172016,"C/T","Y","N","M","B","17","BROOKLYN"
"2317",2172016,"C/T","Y","N","M","B","17","BROOKLYN"
"2318",2182016,"FELONY","N","N","M","A","24","QUEENS"
"2319",2182016,"MISDEMEANOR","N","N","M","B","35","MANHATTAN"
"2320",2182016,"FELONY","N","N","M","W","30","QUEENS"
"2321",2182016,"ROBBERY","Y","N","M","P","21","BRONX"
"2322",2182016,"ROBBERY","Y","N","M","Q","20","BRONX"
"2323",2182016,"ROBBERY","Y","N","M","Q","19","BRONX"
"2324",2182016,"ROBBERY","Y","N","M","Q","18","BRONX"
"2325",2182016,"FEL","Y","N","M","B","21","BROOKLYN"
"2326",2182016,"MISD","Y","N","M","B","24","BROOKLYN"
"2327",2182016,"DWI","Y","N","M","B","28","BRONX"
"2328",2182016,"FELONY","Y","N","M","B","29","QUEENS"
"2329",2182016,"MISD","N","N","M","B","43","BROOKLYN"
"2330",2182016,"MISD","Y","Y","M","B","33","BROOKLYN"
"2331",2182016,"FEL","Y","N","M","B","19","BROOKLYN"
"2332",2182016,"MISD","N","N","M","B","39","MANHATTAN"
"2333",2182016,"FELONY","Y","N","M","B","49","MANHATTAN"
"2334",2182016,"FELONY","N","N","M","Q","35","QUEENS"
"2335",2182016,"FEL","N","N","M","A","16","QUEENS"
"2336",2182016,"CPW","N","N","M","B","26","BROOKLYN"
"2337",2182016,"MISD","Y","N","M","P","17","BROOKLYN"
"2338",2182016,"MISD","Y","N","M","P","22","BROOKLYN"
"2339",2182016,"FELONY","Y","N","M","B","28","MANHATTAN"
"2340",2182016,"FELONY","Y","N","M","B","24","MANHATTAN"
"2341",2182016,"CPW","N","N","M","B","18","BROOKLYN"
"2342",2182016,"CPW","N","N","M","B","20","BROOKLYN"
"2343",2182016,"CPW","Y","N","M","B","20","BROOKLYN"
"2344",2182016,"MISD","Y","N","M","Q","22","BRONX"
"2345",2182016,"MISD","Y","N","M","B","20","MANHATTAN"
"2346",2182016,"FEL","Y","Y","M","B","20","QUEENS"
"2347",2182016,"FEL","Y","Y","M","W","21","QUEENS"
"2348",2182016,"MISD","Y","N","Z","Q","19","BRONX"
"2349",2182016,"MISD","Y","N","M","B","56","BROOKLYN"
"2350",2182016,"CPW/FIREARM","Y","N","M","B","19","BRONX"
"2351",2182016,"FELONY","N","N","M","B","56","MANHATTAN"
"2352",2182016,"FELONY","N","N","M","B","50","MANHATTAN"
"2353",2182016,"MISD","N","N","F","B","16","QUEENS"
"2354",2182016,"MISD","N","N","M","B","13","QUEENS"
"2355",2182016,"MIS","N","N","M","B","16","QUEENS"
"2356",2182016,"MISD","Y","N","M","W","37","BROOKLYN"
"2357",2182016,"FELONY","Y","N","F","B","40","QUEENS"
"2358",2182016,"FELONY","N","N","M","B","34","QUEENS"
"2359",2182016,"BURGLARY","Y","N","M","B","15","BROOKLYN"
"2360",2182016,"BURGLARY","Y","N","M","B","16","BROOKLYN"
"2361",2182016,"BURGLARY","Y","N","M","B","18","BROOKLYN"
"2362",2182016,"FELONY","Y","Y","M","W","21","QUEENS"
"2363",2182016,"FELONY","Y","N","M","A","17","QUEENS"
"2364",2182016,"FELONY","Y","Y","M","A","22","QUEENS"
"2365",2182016,"FELONY","Y","Y","M","A","20","QUEENS"
"2366",2182016,"FELONY","Y","N","M","A","17","QUEENS"
"2367",2182016,"CRIMINAL MISCHIEF","N","N","M","A","11","BROOKLYN"
"2368",2182016,"CRIMINAL MISCHIEF","N","N","M","A","13","BROOKLYN"
"2369",2182016,"CRIM MIS","N","N","M","Q","16","BROOKLYN"
"2370",2182016,"CRIMINAL TRESPASS","N","N","F","B","22","BRONX"
"2371",2182016,"CPW","Y","N","M","B","17","BRONX"
"2372",2182016,"CRIMINAL TRESPASS","N","N","M","P","22","BRONX"
"2373",2182016,"RECKLESS ENDANGERMENT","N","N","M","B","46","BROOKLYN"
"2374",2182016,"GRAND LARCENY","N","N","M","P","24","STATEN IS"
"2375",2182016,"ROBBERY","N","N","M","B","46","BRONX"
"2376",2182016,"ROBBERY","N","N","M","Q","38","BRONX"
"2377",2182016,"FEL","Y","N","M","B","62","QUEENS"
"2378",2182016,"FEL","Y","N","M","B","25","BROOKLYN"
"2379",2182016,"FELONY","N","N","M","B","22","QUEENS"
"2380",2182016,"FEL","Y","N","M","B","26","BROOKLYN"
"2381",2182016,"FEL","Y","N","M","P","19","QUEENS"
"2382",2182016,"MISD","N","N","M","P","27","BRONX"
"2383",2192016,"MISD","Y","Y","M","B","30","BRONX"
"2384",2192016,"FELONY","Y","Y","M","Q","23","QUEENS"
"2385",2192016,"FELONY","Y","N","M","Q","19","QUEENS"
"2386",2192016,"FELONY","Y","N","M","Q","22","QUEENS"
"2387",2192016,"FEL","Y","N","M","B","21","QUEENS"
"2388",2192016,"FEL","Y","N","M","B","26","QUEENS"
"2389",2192016,"FEL","Y","N","M","P","17","QUEENS"
"2390",2192016,"FEL","Y","N","M","U","18","QUEENS"
"2391",2192016,"MISDEMEANOR","N","N","F","A","21","MANHATTAN"
"2392",2192016,"MISDEMEANOR","N","N","F","Q","19","MANHATTAN"
"2393",2192016,"MISDEMEANOR","N","N","M","B","32","MANHATTAN"
"2394",2192016,"MISDEMEANOR","N","N","M","P","22","MANHATTAN"
"2395",2192016,"FELONY","Y","N","M","Q","26","BROOKLYN"
"2396",2192016,"MISD","N","N","F","B","39","MANHATTAN"
"2397",2192016,"CPW","Y","N","M","Q","54","BRONX"
"2398",2192016,"GLA","Y","N","F","W","33","STATEN IS"
"2399",2192016,"GLA","Y","N","M","W","44","STATEN IS"
"2400",2192016,"CPW  /  CPCS","Y","N","M","Q","57","BRONX"
"2401",2192016,"TOS","Y","Y","M","Q","24","BROOKLYN"
"2402",2192016,"CPW / CSCS","Y","N","M","Q","46","BRONX"
"2403",2192016,"FEL","N","Y","F","Z","16","MANHATTAN"
"2404",2192016,"FEL","Y","N","M","P","22","MANHATTAN"
"2405",2192016,"ROBBERY","N","N","M","A","37","MANHATTAN"
"2406",2192016,"CPW","Y","Y","M","Q","17","BRONX"
"2407",2192016,"FEL","Y","N","M","B","31","BROOKLYN"
"2408",2192016,"CPW","Y","N","M","B","49","BRONX"
"2409",2192016,"ASSAULT","Y","N","M","B","57","STATEN IS"
"2410",2192016,"FEL","N","N","M","B","12","MANHATTAN"
"2411",2192016,"FEL","Y","N","M","W","54","BROOKLYN"
"2412",2192016,"CPW","Y","N","M","B","41","BROOKLYN"
"2413",2192016,"CPM","N","Y","M","B","32","BROOKLYN"
"2414",2192016,"MAKING GRAFITTI","Y","Y","M","W","19","BROOKLYN"
"2415",2192016,"CRIMINAL TRESPASS","N","N","M","B","59","MANHATTAN"
"2416",2192016,"CRIMINAL POSSESSION FORGED IN","Y","N","M","B","23","BROOKLYN"
"2417",2192016,"GLA","N","N","M","W","19","QUEENS"
"2418",2192016,"LARCENY","N","N","M","B","27","STATEN IS"
"2419",2192016,"FEL","Y","N","M","P","24","MANHATTAN"
"2420",2192016,"LARCENY","N","N","M","B","45","STATEN IS"
"2421",2192016,"BURG","N","N","M","B","27","QUEENS"
"2422",2192016,"CPW","Y","Y","M","B","50","BROOKLYN"
"2423",2192016,"MISDEMEANOR","Y","Y","M","B","54","MANHATTAN"
"2424",2192016,"MISDEMEANOR","Y","Y","M","B","60","MANHATTAN"
"2425",2192016,"FEL","Y","Y","M","B","26","QUEENS"
"2426",2192016,"FEL","Y","N","M","Z","60","MANHATTAN"
"2427",2192016,"CPW","Y","Y","M","Q","23","BROOKLYN"
"2428",2192016,"FEL","Y","N","M","W","20","MANHATTAN"
"2429",2202016,"CPW","Y","N","F","Q","18","BRONX"
"2430",2202016,"CPW","Y","N","M","B","21","BRONX"
"2431",2202016,"CPW","Y","N","M","B","39","BRONX"
"2432",2202016,"FEL","Y","N","M","B","34","BROOKLYN"
"2433",2202016,"FEL","Y","Y","M","P","31","QUEENS"
"2434",2202016,"FELONY","N","N","M","B","20","QUEENS"
"2435",2202016,"BURGLARY","Y","N","M","B","59","BRONX"
"2436",2202016,"FELONY","Y","Y","M","P","47","QUEENS"
"2437",2202016,"FELONY","Y","N","M","Q","35","BROOKLYN"
"2438",2202016,"GLA","N","N","M","W","34","STATEN IS"
"2439",2202016,"PETIT LARCENY","Y","Y","M","B","19","BROOKLYN"
"2440",2202016,"MISD","Y","Y","M","B","28","MANHATTAN"
"2441",2202016,"MISD","Y","N","M","B","10","MANHATTAN"
"2442",2202016,"MISD","Y","N","M","B","17","MANHATTAN"
"2443",2202016,"MISD","Y","N","M","B","18","MANHATTAN"
"2444",2202016,"FELONY","N","Y","M","Q","30","QUEENS"
"2445",2202016,"MISD","N","N","M","B","20","BROOKLYN"
"2446",2202016,"FELONY","Y","N","M","B","31","QUEENS"
"2447",2202016,"CPW","Y","N","M","B","39","BRONX"
"2448",2202016,"CPCS","Y","Y","M","B","47","BROOKLYN"
"2449",2202016,"FELONY","Y","N","M","Q","31","QUEENS"
"2450",2202016,"FEL","Y","Y","M","Q","19","QUEENS"
"2451",2202016,"ROBBERY","Y","Y","M","W","25","STATEN IS"
"2452",2202016,"CPM","Y","Y","M","B","31","BRONX"
"2453",2202016,"FELONY","Y","Y","M","B","21","QUEENS"
"2454",2202016,"CPM5","Y","N","M","Q","31","BROOKLYN"
"2455",2202016,"CPW","Y","Y","M","B","35","BRONX"
"2456",2202016,"MISD","N","N","M","B","44","BRONX"
"2457",2202016,"MISD","N","N","F","B","53","QUEENS"
"2458",2202016,"FEL","Y","Y","M","B","53","QUEENS"
"2459",2202016,"CPW","Y","N","M","Q","20","MANHATTAN"
"2460",2202016,"ROBBERY (FLE)","Y","N","M","B","21","BROOKLYN"
"2461",2202016,"ROBBERY (FEL)","Y","N","M","B","17","BROOKLYN"
"2462",2202016,"FEL","Y","Y","M","A","37","QUEENS"
"2463",2202016,"ROBBERY","N","N","M","B","27","BRONX"
"2464",2202016,"ROBBERY","N","N","M","W","18","BRONX"
"2465",2202016,"FELONY","Y","N","M","Q","20","QUEENS"
"2466",2202016,"C/T","N","N","M","B","39","BROOKLYN"
"2467",2202016,"FELONY","N","N","M","Q","25","QUEENS"
"2468",2212016,"FEL","N","N","M","B","28","BRONX"
"2469",2212016,"MISD","Y","N","M","B","35","BRONX"
"2470",2212016,"FEL","N","N","M","B","31","QUEENS"
"2471",2212016,"FELONY","Y","N","M","B","28","BRONX"
"2472",2212016,"MISD","N","Y","M","Q","52","BRONX"
"2473",2212016,"CPW","Y","N","M","B","37","MANHATTAN"
"2474",2212016,"GRAND LARCENY","Y","Y","M","B","17","MANHATTAN"
"2475",2212016,"GRAND LARCENY","Y","Y","M","B","17","MANHATTAN"
"2476",2212016,"FELONY","Y","Y","M","B","19","BROOKLYN"
"2477",2212016,"MISD","N","N","M","Q","35","BROOKLYN"
"2478",2212016,"FELONY","N","N","M","I","58","QUEENS"
"2479",2212016,"MISD","N","N","M","W","64","MANHATTAN"
"2480",2212016,"MISD","Y","N","M","Q","24","MANHATTAN"
"2481",2212016,"FELONY","N","N","M","B","25","QUEENS"
"2482",2212016,"CPW","Y","N","M","W","18","BRONX"
"2483",2212016,"CRIMINAL TRESPASS","N","N","F","Q","17","BROOKLYN"
"2484",2212016,"BURGLARY","N","N","M","W","66","MANHATTAN"
"2485",2212016,"CPW","Y","Y","M","Q","55","STATEN IS"
"2486",2212016,"FELONY","N","N","M","Q","29","BRONX"
"2487",2212016,"ROBBERY","N","N","M","B","36","BROOKLYN"
"2488",2212016,"CPM","Y","N","M","B","41","BROOKLYN"
"2489",2212016,"MISD","Y","N","M","Q","35","BRONX"
"2490",2212016,"ROBBERY","N","N","M","Q","21","BRONX"
"2491",2212016,"FEL","N","N","M","B","56","BROOKLYN"
"2492",2222016,"MISD","Y","Y","M","B","26","BRONX"
"2493",2222016,"165.15 (3)","Y","Y","F","B","21","BROOKLYN"
"2494",2222016,"ASSAULT","N","N","M","W","27","QUEENS"
"2495",2222016,"MISD","Y","N","M","B","24","BROOKLYN"
"2496",2222016,"GLA","Y","N","M","Q","21","BRONX"
"2497",2222016,"GLA","Y","N","M","P","23","BRONX"
"2498",2222016,"THEFT OF SERVICE","N","N","M","B","29","BROOKLYN"
"2499",2222016,"FELONY","Y","N","M","W","31","QUEENS"
"2500",2222016,"FELONY","Y","N","M","A","22","QUEENS"
"2501",2222016,"FELONY","Y","N","M","A","28","QUEENS"
"2502",2222016,"FELONY","Y","N","M","W","24","QUEENS"
"2503",2222016,"FELONY","Y","N","M","Q","40","BRONX"
"2504",2222016,"FEL","Y","N","M","Q","22","BRONX"
"2505",2222016,"FELONY","Y","Y","M","W","54","QUEENS"
"2506",2222016,"FELONY","Y","N","M","B","16","BROOKLYN"
"2507",2222016,"MISD","Y","Y","F","Q","52","BRONX"
"2508",2222016,"MISD","Y","N","M","B","20","MANHATTAN"
"2509",2222016,"FEL","N","N","M","B","30","BROOKLYN"
"2510",2222016,"MISD","Y","N","M","B","17","BRONX"
"2511",2222016,"ROBBERY (FEL)","N","N","M","B","15","BROOKLYN"
"2512",2222016,"ROBBERY (FEL)","N","N","M","B","15","BROOKLYN"
"2513",2222016,"ROBBERY (FEL)","N","N","M","B","21","BROOKLYN"
"2514",2222016,"ROBBERY (FEL)","N","N","M","B","20","BROOKLYN"
"2515",2222016,"MISD","Y","Y","M","B","21","BRONX"
"2516",2222016,"FELONY","N","N","M","B","21","STATEN IS"
"2517",2222016,"FELONY","N","N","M","Q","19","STATEN IS"
"2518",2222016,"FELONY","N","N","M","Q","24","STATEN IS"
"2519",2222016,"FELONY","N","N","M","Q","26","STATEN IS"
"2520",2222016,"BURGLARY (FEL)","N","N","M","B","27","BROOKLYN"
"2521",2222016,"FEL","Y","Y","M","B","19","MANHATTAN"
"2522",2222016,"FEL","Y","Y","M","B","20","MANHATTAN"
"2523",2232016,"MISD","N","N","M","B","37","QUEENS"
"2524",2232016,"MISD","N","N","M","B","1","QUEENS"
"2525",2232016,"MIS","N","N","M","B","20","QUEENS"
"2526",2232016,"MISD","Y","Y","M","P","31","MANHATTAN"
"2527",2232016,"FELONY","N","N","M","W","28","BROOKLYN"
"2528",2232016,"FELONY","N","N","M","A","27","QUEENS"
"2529",2232016,"FELONY","N","N","M","W","21","QUEENS"
"2530",2232016,"CPW","Y","N","M","B","18","BRONX"
"2531",2232016,"CPW","Y","N","M","Q","23","BRONX"
"2532",2232016,"P.L 165.15(3)","N","N","M","W","61","BROOKLYN"
"2533",2232016,"FELONY","Y","N","M","Q","22","BROOKLYN"
"2534",2232016,"MISDEMEANOR","N","N","F","W","43","MANHATTAN"
"2535",2232016,"FEL","N","N","M","B","66","QUEENS"
"2536",2232016,"CPW","Y","N","M","U","22","BROOKLYN"
"2537",2232016,"CRIMINAL TRESPASS","N","N","M","B","52","BROOKLYN"
"2538",2232016,"CPW","Y","N","M","Q","43","BRONX"
"2539",2232016,"FEL","Y","N","M","B","18","BROOKLYN"
"2540",2232016,"FEL","Y","N","M","B","23","MANHATTAN"
"2541",2232016,"BURGLARY","N","N","M","B","50","BROOKLYN"
"2542",2232016,"FELONY","N","N","M","B","20","MANHATTAN"
"2543",2232016,"FEL","Y","Y","M","P","26","MANHATTAN"
"2544",2232016,"FEL","Y","N","M","P","23","MANHATTAN"
"2545",2232016,"FEL","Y","Y","M","Q","20","QUEENS"
"2546",2232016,"GLA","N","N","M","Q","29","QUEENS"
"2547",2232016,"FEL","Y","Y","M","W","41","QUEENS"
"2548",2232016,"CSCS","Y","Y","M","B","24","BROOKLYN"
"2549",2232016,"FEL","Y","N","M","B","41","BROOKLYN"
"2550",2232016,"GLA","Y","N","M","P","15","BRONX"
"2551",2232016,"GLA","Y","N","M","Q","16","BRONX"
"2552",2232016,"GLA","Y","N","M","Q","15","BRONX"
"2553",2232016,"GLA","Y","N","M","Q","22","QUEENS"
"2554",2232016,"FEL","Y","N","M","B","26","BROOKLYN"
"2555",2232016,"FEL","Y","N","M","B","23","BROOKLYN"
"2556",2232016,"FEL","Y","N","M","B","46","BROOKLYN"
"2557",2242016,"FEL","Y","N","M","B","23","BROOKLYN"
"2558",2242016,"CRIMINAL TREPASS","Y","Y","M","B","29","BROOKLYN"
"2559",2242016,"MISD","Y","Y","M","Q","21","QUEENS"
"2560",2242016,"FEL","Y","N","M","B","26","BROOKLYN"
"2561",2242016,"FEL","Y","N","M","B","26","BROOKLYN"
"2562",2242016,"FEL","Y","N","M","B","28","BROOKLYN"
"2563",2242016,"MISDEMEANOR","Y","N","M","Q","46","MANHATTAN"
"2564",2242016,"FELONY","Y","Y","M","Q","30","BROOKLYN"
"2565",2242016,"TOS","N","N","M","Q","24","BROOKLYN"
"2566",2242016,"FELONY","Y","N","M","B","48","BROOKLYN"
"2567",2242016,"FELONY","N","N","M","W","26","MANHATTAN"
"2568",2242016,"FELONY","Y","N","M","B","53","QUEENS"
"2569",2242016,"FEL","Y","N","M","Q","38","STATEN IS"
"2570",2242016,"FELONY","Y","N","M","B","35","QUEENS"
"2571",2242016,"CPW","Y","N","M","B","29","BRONX"
"2572",2242016,"CPW","Y","N","M","Q","42","BRONX"
"2573",2242016,"FELONY","Y","Y","M","P","46","QUEENS"
"2574",2242016,"FEL","N","N","M","B","30","BROOKLYN"
"2575",2242016,"GRAND LARCENY FROM AUTO","Y","N","M","W","26","STATEN IS"
"2576",2242016,"MISDEMENAOR","Y","Y","M","B","25","QUEENS"
"2577",2242016,"CRIMINAL TRESPASS","N","Y","M","B","42","BROOKLYN"
"2578",2242016,"MISD","Y","Y","M","B","41","QUEENS"
"2579",2242016,"FELONY","N","N","M","B","36","BROOKLYN"
"2580",2242016,"CPW","Y","Y","M","W","28","MANHATTAN"
"2581",2242016,"FELONY","N","N","M","B","27","MANHATTAN"
"2582",2242016,"FELONY","N","N","M","B","18","MANHATTAN"
"2583",2242016,"FELONY","Y","N","M","B","19","MANHATTAN"
"2584",2242016,"CPW","Y","N","M","Q","28","BROOKLYN"
"2585",2242016,"TERRORISM","Y","Y","M","W","30","STATEN IS"
"2586",2242016,"FELONY","Y","N","M","B","22","MANHATTAN"
"2587",2242016,"CRIMINAL TRESPASS","N","N","Z","Z","25","BROOKLYN"
"2588",2242016,"ROBBERY","Y","N","M","B","33","BRONX"
"2589",2242016,"CPW","Y","Y","M","B","19","BRONX"
"2590",2242016,"FEL","Y","N","M","B","15","BROOKLYN"
"2591",2242016,"MISD","Y","Y","M","B","32","QUEENS"
"2592",2252016,"FEL","Y","Y","M","Q","31","BROOKLYN"
"2593",2252016,"MISD","N","N","M","B","58","MANHATTAN"
"2594",2252016,"ASSAULT","Y","N","F","B","49","MANHATTAN"
"2595",2252016,"ASSAULT","Y","N","M","B","35","MANHATTAN"
"2596",2252016,"CPW","Y","N","M","B","24","BROOKLYN"
"2597",2252016,"CPW","Y","N","M","B","36","BROOKLYN"
"2598",2252016,"CPW","Y","N","M","Z","29","BROOKLYN"
"2599",2252016,"CPW","Y","N","M","B","36","BROOKLYN"
"2600",2252016,"CPW","N","N","M","B","32","BROOKLYN"
"2601",2252016,"CPW","Y","N","M","Z","28","BROOKLYN"
"2602",2252016,"MISD","Y","Y","M","B","19","MANHATTAN"
"2603",2252016,"MISD","Y","Y","M","B","36","MANHATTAN"
"2604",2252016,"FELONY","Y","N","M","B","60","QUEENS"
"2605",2252016,"FELONY","N","N","M","Q","18","QUEENS"
"2606",2252016,"CPW","Y","N","M","B","58","BRONX"
"2607",2252016,"FELONY","Y","N","M","B","31","QUEENS"
"2608",2252016,"MISDEMEANOR","N","N","F","B","27","QUEENS"
"2609",2252016,"MISD","N","Y","F","B","44","BROOKLYN"
"2610",2252016,"FEL","Y","N","M","P","25","MANHATTAN"
"2611",2252016,"FEL","Y","N","M","P","35","MANHATTAN"
"2612",2252016,"FEL","Y","N","M","P","46","MANHATTAN"
"2613",2252016,"FEL","Y","N","M","Q","32","MANHATTAN"
"2614",2252016,"FEL","Y","N","M","B","46","BROOKLYN"
"2615",2252016,"FEL","Y","N","M","P","36","BROOKLYN"
"2616",2252016,"FEL","N","N","F","Q","21","MANHATTAN"
"2617",2252016,"CRIMINAL TRESPASS","N","N","M","P","17","BROOKLYN"
"2618",2252016,"FELONY","Y","N","M","B","14","BROOKLYN"
"2619",2252016,"CPW","Y","N","M","W","26","STATEN IS"
"2620",2252016,"FELONY","Y","N","M","W","26","QUEENS"
"2621",2252016,"ASSAULT 2","Y","N","M","B","28","BRONX"
"2622",2252016,"CRIMINAL TRESPASS","N","N","M","Q","30","BRONX"
"2623",2252016,"FEL","Y","N","F","B","16","QUEENS"
"2624",2252016,"FEL","Y","N","M","B","18","QUEENS"
"2625",2252016,"FELONY","Y","N","M","A","17","QUEENS"
"2626",2252016,"FELONY","Y","N","M","W","16","QUEENS"
"2627",2252016,"ASSAULT","N","N","M","B","18","BROOKLYN"
"2628",2252016,"FELONY","N","N","F","B","33","QUEENS"
"2629",2252016,"FELONY","Y","N","M","B","39","QUEENS"
"2630",2252016,"FEL","N","N","M","B","34","BROOKLYN"
"2631",2252016,"FELONY","Y","Y","M","U","24","QUEENS"
"2632",2252016,"CRIM MIS","Y","N","M","B","33","BROOKLYN"
"2633",2252016,"FELONY","Y","N","M","B","19","MANHATTAN"
"2634",2252016,"FEL","Y","N","M","B","22","BROOKLYN"
