"","datestop","crimsusp","frisked","searched","sex","race","age","city"
"47",1012015,"FEL","Y","N","M","B",17,"BROOKLYN"
"48",1012015,"MISD","Y","N","M","B",16,"MANHATTAN"
"49",1012015,"FEL","Y","N","M","B",16,"QUEENS"
"50",1012015,"MISD","Y","N","M","B",20,"MANHATTAN"
"51",1012015,"FEL","Y","N","M","Q",21,"MANHATTAN"
"52",1012015,"MENACING W/FIREARM","Y","N","M","Q",28,"BRONX"
"53",1012015,"MENACING W/FIREARM","Y","N","M","Q",21,"BRONX"
"54",1012015,"MISD","N","N","M","B",31,"MANHATTAN"
"55",1012015,"FEL","Y","N","F","B",27,"MANHATTAN"
"56",1012015,"CPW","Y","N","M","B",19,"BROOKLYN"
"57",1012015,"CPW","Y","N","M","B",22,"BROOKLYN"
"58",1012015,"ROBBERY","Y","N","M","Q",20,"BRONX"
"59",1012015,"CPW","Y","N","M","Q",20,"BRONX"
"60",1022015,"FEL","Y","Y","M","Q",49,"BROOKLYN"
"61",1022015,"CPW","Y","N","M","B",16,"BROOKLYN"
"62",1022015,"FELONY","Y","N","M","B",24,"BROOKLYN"
"63",1022015,"FEL","Y","N","M","I",24,"BROOKLYN"
"64",1022015,"MISD","Y","Y","M","B",16,"BROOKLYN"
"65",1022015,"FELONY","Y","N","M","Q",33,"MANHATTAN"
"66",1022015,"ROBBERY","Y","N","M","P",30,"MANHATTAN"
"67",1022015,"GLA","Y","N","M","B",34,"QUEENS"
"68",1022015,"GLA","Y","N","M","W",17,"BROOKLYN"
"69",1022015,"GLA","Y","N","M","W",19,"BROOKLYN"
"70",1022015,"FELONY ASSAULT","N","N","M","Q",30,"BRONX"
"71",1022015,"FEL","N","N","M","Q",45,"MANHATTAN"
"72",1022015,"MISD","Y","Y","M","P",57,"BROOKLYN"
"73",1022015,"FEL/ROB","Y","Y","M","B",18,"BRONX"
"74",1022015,"FELONY","Y","N","F","B",16,"QUEENS"
"75",1022015,"FEL","Y","N","M","B",20,"BROOKLYN"
"76",1022015,"FEL","Y","N","M","B",20,"BROOKLYN"
"77",1022015,"ROBBERY","N","N","M","W",19,"QUEENS"
"78",1022015,"MIS/ASSAULT","Y","Y","F","B",21,"BROOKLYN"
"79",1022015,"CPW","Y","Y","M","Q",32,"BROOKLYN"
"80",1022015,"CPW","Y","N","M","B",15,"BRONX"
"81",1022015,"CPW","Y","Y","M","P",20,"BRONX"
"82",1022015,"CPW","Y","N","Z","B",18,"BRONX"
"83",1022015,"PETIT LARCENY","Y","Y","M","Q",35,"BROOKLYN"
"84",1022015,"GRAND LARCENY","N","N","F","B",37,"BRONX"
"85",1022015,"GRAND LARCENY","N","N","M","B",30,"BRONX"
"86",1022015,"GRAND LARCENY","N","N","M","B",21,"BRONX"
"87",1022015,"ASLT","Y","Y","M","B",20,"MANHATTAN"
"88",1022015,"ROBBERY AT GUN POINT","Y","N","M","W",20,"BRONX"
"89",1022015,"FEL","Y","N","M","B",24,"MANHATTAN"
"90",1022015,"FEL","Y","N","M","B",21,"MANHATTAN"
"91",1022015,"FELONY","Y","N","M","Q",29,"MANHATTAN"
"92",1022015,"ROBBERY","Y","N","M","B",20,"BROOKLYN"
"93",1022015,"ROBBERY","Y","N","M","B",15,"BROOKLYN"
"94",1022015,"ROBBERY","Y","N","M","B",18,"BROOKLYN"
"95",1022015,"ROBBERY","Y","N","M","B",15,"BROOKLYN"
"96",1022015,"ROBBERY","Y","N","M","B",20,"BROOKLYN"
"97",1022015,"ROBBERY","Y","N","M","P",29,"BROOKLYN"
"98",1022015,"ROBBERY","Y","N","M","Q",14,"BROOKLYN"
"99",1022015,"PET LARC","N","N","F","B",16,"STATEN IS"
"100",1022015,"POSSESSION OF WEAPON/FIR","Y","N","F","Q",21,"MANHATTAN"
"101",1022015,"CPW","Y","Y","M","Q",23,"MANHATTAN"
"102",1022015,"FELONY","N","N","M","Q",14,"STATEN IS"
"103",1022015,"FELONY","N","N","M","Q",17,"STATEN IS"
"104",1022015,"FELONY","N","N","M","Q",23,"STATEN IS"
"105",1022015,"FELONY","N","N","M","Q",25,"STATEN IS"
"106",1022015,"CPW","Y","N","M","B",17,"BRONX"
"107",1022015,"MISD","Y","N","M","B",25,"MANHATTAN"
"108",1022015,"MISD","Y","Y","M","B",22,"MANHATTAN"
"109",1022015,"CPW","Y","N","M","Q",17,"BRONX"
"110",1022015,"CPW","Y","N","Z","Z",26,"BROOKLYN"
"111",1022015,"CPW","Y","N","M","B",16,"BROOKLYN"
"112",1022015,"CPW","Y","N","M","B",19,"BROOKLYN"
"113",1022015,"FEL","Y","N","M","B",25,"BRONX"
"114",1022015,"MIS","Y","Y","M","B",17,"BROOKLYN"
"115",1022015,"CPW","Y","Y","M","B",16,"BRONX"
"116",1022015,"CPW","Y","Y","M","B",18,"BRONX"
"117",1022015,"CPW","Y","Y","M","B",17,"BRONX"
"118",1032015,"CPW","Y","N","M","Q",19,"BROOKLYN"
"119",1032015,"FEL","Y","N","M","B",19,"BROOKLYN"
"120",1032015,"FEL","Y","N","M","B",19,"BROOKLYN"
"121",1032015,"FEL","Y","N","M","B",19,"BROOKLYN"
"122",1032015,"FEL","Y","N","M","W",30,"BROOKLYN"
"123",1032015,"FELONY","Y","N","M","B",21,"QUEENS"
"124",1032015,"COMM BURGS","N","N","M","W",41,"STATEN IS"
"125",1032015,"MISD","Y","Y","M","Q",20,"MANHATTAN"
"126",1032015,"GLA","Y","Y","M","W",21,"BROOKLYN"
"127",1032015,"GLA","Y","N","M","W",20,"BROOKLYN"
"128",1032015,"FEL","Y","N","M","P",36,"BROOKLYN"
"129",1032015,"FEL","Y","N","M","Q",42,"BROOKLYN"
"130",1032015,"ASSAULT 2","Y","Y","M","Q",25,"QUEENS"
"131",1032015,"ASSAULT FELONY","Y","N","M","B",36,"BROOKLYN"
"132",1032015,"F","Y","Y","M","B",17,"MANHATTAN"
"133",1032015,"F","Y","N","M","B",19,"MANHATTAN"
"134",1032015,"MISD","Y","N","M","B",28,"BROOKLYN"
"135",1032015,"PETIT LARCENY","Y","N","M","Q",20,"BRONX"
"136",1032015,"ROBBERY","Y","N","M","B",18,"BROOKLYN"
"137",1032015,"FEL","N","N","M","B",25,"BRONX"
"138",1032015,"CPW","Y","N","M","P",24,"BRONX"
"139",1032015,"CPW","Y","N","M","Q",24,"BRONX"
"140",1032015,"FELONY","Y","Y","M","B",28,"QUEENS"
"141",1032015,"FELONY","Y","Y","M","B",24,"QUEENS"
"142",1032015,"BURG","Y","N","M","Q",22,"STATEN IS"
"143",1032015,"BURG","Y","N","M","W",25,"STATEN IS"
"144",1042015,"FEL","Y","N","M","Q",31,"BRONX"
"145",1042015,"FELONY","N","N","M","B",20,"BROOKLYN"
"146",1042015,"FELONY","Y","N","M","Q",31,"QUEENS"
"147",1042015,"FEL","Y","N","F","Q",36,"MANHATTAN"
"148",1042015,"FEL","Y","N","M","P",42,"MANHATTAN"
"149",1042015,"FELONY","Y","N","M","B",30,"BROOKLYN"
"150",1042015,"MIS/CPW","Y","N","M","W",35,"BROOKLYN"
"151",1042015,"FEL","Y","N","M","B",27,"QUEENS"
"152",1042015,"FELONY","Y","N","M","B",59,"QUEENS"
"153",1042015,"FELONY","Y","N","M","B",55,"QUEENS"
"154",1042015,"CPW","Y","Y","M","B",18,"BROOKLYN"
"155",1042015,"CPW","Y","Y","M","Z",16,"BROOKLYN"
"156",1042015,"MAKING GRAFFITI","N","N","M","B",14,"QUEENS"
"157",1042015,"MAKING GRAFFITI","N","N","M","B",145,"QUEENS"
"158",1042015,"CPW","Y","N","M","B",26,"MANHATTAN"
"159",1042015,"FEL","Y","Y","M","P",30,"BROOKLYN"
"160",1042015,"FEL","Y","N","M","B",24,"QUEENS"
"161",1052015,"FEL","Y","N","M","B",49,"BRONX"
"162",1052015,"UNAUTHORIZED USE","Y","N","M","Q",33,"QUEENS"
"163",1052015,"MISD","N","N","M","W",25,"BROOKLYN"
"164",1052015,"GRAND LARCENY","Y","Y","M","Q",20,"QUEENS"
"165",1052015,"MISDEMEANOR","Y","Y","F","Q",26,"QUEENS"
"166",1052015,"FEL  / ROBBERY","Y","N","M","B",17,"MANHATTAN"
"167",1052015,"MIS/CPW","Y","N","M","B",20,"BROOKLYN"
"168",1052015,"FEL","N","N","M","B",62,"BRONX"
"169",1052015,"MISD","Y","Y","M","Q",42,"MANHATTAN"
"170",1052015,"FEL","Y","N","M","P",17,"MANHATTAN"
"171",1052015,"FEL","Y","N","M","Q",16,"MANHATTAN"
"172",1052015,"FEL","Y","N","M","Q",18,"MANHATTAN"
"173",1052015,"FEL","Y","N","M","Q",18,"MANHATTAN"
"174",1052015,"FEL","Y","N","M","B",14,"MANHATTAN"
"175",1052015,"FEL","Y","N","M","B",15,"MANHATTAN"
"176",1052015,"MISD","N","N","M","W",20,"QUEENS"
"177",1052015,"FEL/ROB","Y","Y","M","B",13,"BRONX"
"178",1052015,"FEL/ROB","Y","Y","M","B",13,"BRONX"
"179",1052015,"FEL","N","N","M","B",19,"BROOKLYN"
"180",1052015,"FELONY","Y","N","M","B",20,"MANHATTAN"
"181",1052015,"BURGLARY`","Y","N","M","B",18,"BROOKLYN"
"182",1052015,"BURGLARY","Y","N","M","B",18,"BROOKLYN"
"183",1052015,"BURGLARY","Y","Y","M","P",19,"BROOKLYN"
"184",1062015,"FELONY","Y","N","F","B",25,"QUEENS"
"185",1062015,"FELONY","Y","N","F","B",26,"QUEENS"
"186",1062015,"FELONY","Y","N","M","B",23,"QUEENS"
"187",1062015,"FELONY","Y","N","M","B",32,"QUEENS"
"188",1062015,"FELONY","Y","N","M","P",28,"MANHATTAN"
"189",1062015,"CPW","Y","N","M","B",46,"BROOKLYN"
"190",1062015,"FEL","Y","N","M","P",49,"MANHATTAN"
"191",1062015,"ASSAULT","Y","Y","M","A",18,"QUEENS"
"192",1062015,"BURGLARY","Y","Y","M","B",17,"BROOKLYN"
"193",1062015,"CPW/ATTEMPED MURDER OF P","Y","N","M","B",23,"BRONX"
"194",1062015,"CPW/ATT MURDER OF PO","Y","N","M","P",25,"BRONX"
"195",1062015,"MISD","N","N","M","B",20,"MANHATTAN"
"196",1062015,"MISD","Y","N","M","B",19,"MANHATTAN"
"197",1062015,"MISD","N","N","M","B",18,"MANHATTAN"
"198",1062015,"ROBBERY","Y","N","M","B",25,"QUEENS"
"199",1062015,"ROBBERY","Y","N","M","B",25,"QUEENS"
"200",1062015,"ROBBERY","Y","N","M","B",24,"QUEENS"
"201",1062015,"MISD","Y","N","M","P",17,"MANHATTAN"
"202",1062015,"ROBBERY","Y","Y","M","Q",15,"QUEENS"
"203",1062015,"FEL","Y","N","M","B",48,"MANHATTAN"
"204",1062015,"PETIT LARC","N","N","F","B",24,"BROOKLYN"
"205",1062015,"FEL","N","N","M","A",24,"QUEENS"
"206",1062015,"FEL","N","N","M","W",21,"QUEENS"
"207",1062015,"MISD","N","N","M","Q",22,"MANHATTAN"
"208",1062015,"MISD","N","N","M","Q",19,"MANHATTAN"
"209",1062015,"MISD","Y","Y","M","B",33,"BRONX"
"210",1062015,"ASSAULT","Y","N","M","P",24,"QUEENS"
"211",1062015,"ASSAULT","Y","N","M","Q",19,"QUEENS"
"212",1062015,"FELONY","Y","Y","M","B",23,"QUEENS"
"213",1062015,"MISD","Y","N","M","B",25,"BRONX"
"214",1062015,"MISD","Y","N","M","B",25,"BRONX"
"215",1062015,"FEL/GLFA","Y","N","M","W",21,"QUEENS"
"216",1062015,"MISD","Y","N","M","Q",47,"BRONX"
"217",1062015,"ROBBERY","Y","N","M","Q",22,"BROOKLYN"
"218",1062015,"FEL","Y","N","M","B",54,"BROOKLYN"
"219",1062015,"GRAND LARCENY","Y","N","M","A",20,"QUEENS"
"220",1062015,"FELONY","Y","N","M","Q",22,"QUEENS"
"221",1062015,"FELONY","Y","N","M","W",25,"QUEENS"
"222",1062015,"ROBBERY","Y","N","M","B",17,"BROOKLYN"
"223",1062015,"MISD","N","N","M","B",53,"MANHATTAN"
"224",1072015,"FEL","Y","N","M","B",23,"QUEENS"
"225",1072015,"FEL","Y","N","M","Q",23,"QUEENS"
"226",1072015,"FELONY","Y","N","M","Q",34,"QUEENS"
"227",1072015,"ASSAULT","Y","N","M","Q",28,"QUEENS"
"228",1072015,"GRAND LARCENY AUTO","Y","N","M","P",29,"QUEENS"
"229",1072015,"MISD","Y","N","M","B",18,"BROOKLYN"
"230",1072015,"FELONY","N","N","M","P",16,"MANHATTAN"
"231",1072015,"MISD","N","N","F","Q",0,"MANHATTAN"
"232",1072015,"FEL","N","N","M","B",39,"MANHATTAN"
"233",1072015,"BURGLARY","N","N","M","B",54,"BROOKLYN"
"234",1072015,"MISD","N","N","F","B",16,"MANHATTAN"
"235",1072015,"FEL","N","N","M","W",27,"MANHATTAN"
"236",1072015,"FEL","N","N","M","B",61,"MANHATTAN"
"237",1072015,"GLA","N","Y","M","B",33,"BRONX"
"238",1072015,"GLA","N","Y","M","B",39,"BRONX"
"239",1072015,"GLA","N","Y","M","B",44,"BRONX"
"240",1072015,"GLA","N","Y","M","B",24,"BRONX"
"241",1072015,"MISD","N","N","M","B",44,"MANHATTAN"
"242",1072015,"FEL","Y","N","M","B",24,"MANHATTAN"
"243",1072015,"FEL","Y","N","M","B",26,"QUEENS"
"244",1072015,"FEL","Y","N","M","B",30,"QUEENS"
"245",1072015,"FEL","N","N","M","B",22,"MANHATTAN"
"246",1072015,"FEL","N","N","M","B",22,"MANHATTAN"
"247",1072015,"MISD","N","N","M","B",63,"BROOKLYN"
"248",1072015,"MISD","Y","N","M","B",40,"BROOKLYN"
"249",1072015,"BURGLARY","N","N","M","Q",46,"QUEENS"
"250",1072015,"MISD","N","N","M","B",57,"MANHATTAN"
"251",1072015,"FEL","Y","N","M","B",22,"MANHATTAN"
"252",1072015,"FEL","Y","Y","M","Q",22,"MANHATTAN"
"253",1072015,"FEL  / ROBBERY","Y","Y","M","P",28,"MANHATTAN"
"254",1072015,"FELONY","Y","Y","F","B",25,"MANHATTAN"
"255",1072015,"FELONY","N","N","M","B",26,"MANHATTAN"
"256",1072015,"ASSAULT","N","N","M","B",14,"BROOKLYN"
"257",1072015,"ASSAULT","N","N","M","B",19,"BROOKLYN"
"258",1072015,"ASSAULT","N","N","M","P",17,"BROOKLYN"
"259",1072015,"BURG","N","N","F","W",56,"STATEN IS"
"260",1072015,"MISDEMEANOR","Y","Y","M","Q",15,"QUEENS"
"261",1072015,"BURGLARY","Y","Y","M","B",18,"BROOKLYN"
"262",1072015,"FEL","Y","N","M","B",24,"QUEENS"
"263",1072015,"FEL","Y","N","M","Q",35,"QUEENS"
"264",1072015,"FELONY","Y","N","M","Q",57,"MANHATTAN"
"265",1072015,"FEL","Y","N","M","Q",34,"MANHATTAN"
"266",1072015,"FELONY","Y","N","M","P",20,"BRONX"
"267",1072015,"MISD","N","N","M","W",52,"MANHATTAN"
"268",1072015,"BURGLARY","Y","Y","M","W",31,"QUEENS"
"269",1072015,"FELONY","N","N","M","Q",60,"MANHATTAN"
"270",1072015,"MISD","Y","N","M","B",36,"MANHATTAN"
"271",1072015,"FEL","N","N","M","W",19,"QUEENS"
"272",1072015,"FEL","N","N","M","W",21,"QUEENS"
"273",1072015,"FEL","Y","N","M","B",22,"BROOKLYN"
"274",1072015,"FELONY","Y","N","M","Q",19,"QUEENS"
"275",1072015,"FELONY","Y","N","M","Q",17,"QUEENS"
"276",1072015,"FELONY","N","N","M","B",24,"QUEENS"
"277",1072015,"ASSAULT","Y","N","M","B",34,"STATEN IS"
"278",1072015,"FEL","Y","N","M","B",35,"BROOKLYN"
"279",1072015,"CPW","Y","N","M","B",18,"STATEN IS"
"280",1072015,"FELONY","N","N","M","B",32,"QUEENS"
"281",1072015,"FELONY","N","N","M","W",39,"QUEENS"
"282",1072015,"MISD","N","N","M","B",48,"MANHATTAN"
"283",1072015,"FEL","Y","N","M","P",25,"BRONX"
"284",1082015,"FEL","Y","N","M","Q",23,"BROOKLYN"
"285",1082015,"FELONY","Y","Y","M","P",23,"BROOKLYN"
"286",1082015,"FELONY","Y","Y","M","B",24,"QUEENS"
"287",1082015,"FELONY","Y","Y","M","B",18,"QUEENS"
"288",1082015,"FEL","Y","N","M","W",60,"MANHATTAN"
"289",1082015,"MISD","Y","N","M","Q",18,"BROOKLYN"
"290",1082015,"MISD","Y","N","M","Q",24,"BROOKLYN"
"291",1082015,"GLA","Y","N","F","W",18,"BRONX"
"292",1082015,"GLA","Y","N","M","Q",21,"BRONX"
"293",1082015,"GLA","Y","N","M","W",26,"BRONX"
"294",1082015,"FELONY","Y","N","M","B",26,"BROOKLYN"
"295",1082015,"MISD","Y","N","F","Q",18,"MANHATTAN"
"296",1082015,"MISD","N","N","F","Q",17,"MANHATTAN"
"297",1082015,"MISD","Y","N","M","P",17,"MANHATTAN"
"298",1082015,"MISD","Y","N","M","Q",42,"BRONX"
"299",1082015,"FELONY/ROBBERY","Y","N","M","Q",37,"BROOKLYN"
"300",1082015,"FEL","Y","N","M","Q",23,"QUEENS"
"301",1082015,"FELONY","Y","N","M","B",27,"QUEENS"
"302",1082015,"FELONY","Y","Y","M","B",40,"QUEENS"
"303",1082015,"MISD","Y","Y","M","A",43,"MANHATTAN"
"304",1082015,"FEL","N","N","M","B",23,"MANHATTAN"
"305",1082015,"FEL","N","N","M","B",53,"MANHATTAN"
"306",1082015,"FEL","Y","N","M","Q",30,"MANHATTAN"
"307",1082015,"FEL","Y","N","M","W",47,"QUEENS"
"308",1082015,"BURGLARY","N","N","M","B",20,"BROOKLYN"
"309",1082015,"MISD","Y","N","M","W",48,"QUEENS"
"310",1082015,"CPCS","Y","N","M","W",41,"QUEENS"
"311",1082015,"FELONY","Y","N","M","Z",47,"QUEENS"
"312",1082015,"MISD","Y","Y","M","B",31,"MANHATTAN"
"313",1082015,"CRIMINAL TRESPASS","Y","N","M","Q",31,"BRONX"
"314",1082015,"CRIMINAL TRESPASS","N","Y","F","Q",51,"BRONX"
"315",1082015,"FEL/GLA","Y","N","M","B",36,"QUEENS"
"316",1082015,"FELONY","Y","N","M","B",22,"STATEN IS"
"317",1082015,"BURG","N","N","M","W",22,"STATEN IS"
"318",1082015,"BURG","N","N","M","W",23,"STATEN IS"
"319",1082015,"HOMICIDE","N","N","M","B",25,"QUEENS"
"320",1082015,"MISD","N","N","M","Q",24,"BROOKLYN"
"321",1082015,"CPW","Y","Y","M","B",23,"BROOKLYN"
"322",1082015,"CPW","Y","Y","M","B",20,"BROOKLYN"
"323",1082015,"CPW","Y","Y","M","B",19,"BROOKLYN"
"324",1082015,"CPW","Y","Y","M","B",23,"BROOKLYN"
"325",1082015,"MISD","Y","N","M","W",31,"BROOKLYN"
"326",1082015,"MISD","N","N","M","Q",47,"BROOKLYN"
"327",1082015,"MISDEMEANOR","Y","N","M","B",44,"STATEN IS"
"328",1082015,"MISDEMEANOR","N","N","M","W",17,"STATEN IS"
"329",1082015,"CRIMINAL TRESPASS","N","N","M","B",30,"BRONX"
"330",1082015,"CRIMINAL TRESPASS","N","N","M","B",22,"BRONX"
"331",1082015,"FEL","N","N","F","Q",36,"QUEENS"
"332",1082015,"GLA (FEL)","Y","N","M","B",49,"BROOKLYN"
"333",1082015,"MISD","Y","Y","M","B",23,"MANHATTAN"
"334",1082015,"FEL","Y","N","M","B",32,"MANHATTAN"
"335",1082015,"CPW","Y","Y","M","P",51,"BRONX"
"336",1082015,"CRIMINAL TRESPASS","N","N","M","B",29,"BRONX"
"337",1082015,"CPW","Y","N","M","B",17,"BRONX"
"338",1082015,"MIS","Y","N","M","W",18,"BROOKLYN"
"339",1082015,"M","Y","N","M","W",18,"BROOKLYN"
"340",1082015,"M","Y","N","M","W",16,"BROOKLYN"
"341",1082015,"BURGLARY","N","N","F","I",27,"QUEENS"
"342",1082015,"MISDEMEANOR","Y","N","M","B",18,"STATEN IS"
"343",1082015,"BURGLARY","N","N","F","A",28,"QUEENS"
"344",1082015,"FELONY/GLA","Y","N","M","P",28,"BROOKLYN"
"345",1082015,"FELONY/GLA","Y","N","M","P",27,"BROOKLYN"
"346",1082015,"FELONY/GLA","Y","N","M","Q",23,"BROOKLYN"
"347",1082015,"FELONY/GLA","Y","N","M","W",18,"BROOKLYN"
"348",1082015,"MISDEMEANOR","N","N","M","B",24,"STATEN IS"
"349",1082015,"MISDEMEANOR","N","N","M","B",30,"STATEN IS"
"350",1082015,"CPW","Y","N","M","B",21,"BRONX"
"351",1082015,"FEL","Y","N","M","B",22,"BROOKLYN"
"352",1082015,"BURGLARY","Y","N","M","Q",37,"QUEENS"
"353",1082015,"FELONY","Y","N","M","B",35,"QUEENS"
"354",1092015,"CPW","Y","Y","M","Q",22,"BRONX"
"355",1092015,"F","Y","N","M","B",22,"MANHATTAN"
"356",1092015,"GRAND LARCENY","Y","N","M","B",56,"MANHATTAN"
"357",1092015,"MISD","N","N","M","W",42,"BRONX"
"358",1092015,"FELONY","Y","N","M","B",51,"QUEENS"
"359",1092015,"CRIMINAL MISCHIEF","Y","Y","M","A",46,"BROOKLYN"
"360",1092015,"MISD","Y","Y","M","B",23,"BRONX"
"361",1092015,"GRAND LARCENY AUTO","Y","N","M","P",25,"QUEENS"
"362",1092015,"FEL","Y","Y","M","B",28,"QUEENS"
"363",1092015,"FEL","Y","N","M","B",30,"QUEENS"
"364",1092015,"FEL","Y","N","F","P",23,"BROOKLYN"
"365",1092015,"FEL","Y","N","M","B",19,"BROOKLYN"
"366",1092015,"FEL","Y","N","M","Q",20,"BROOKLYN"
"367",1092015,"ROBBERY","N","N","M","Q",21,"QUEENS"
"368",1092015,"FEL","Y","N","M","B",22,"QUEENS"
"369",1092015,"FEL","Y","N","M","Q",24,"QUEENS"
"370",1092015,"F","Y","N","M","W",32,"MANHATTAN"
"371",1092015,"FEL","Y","N","F","B",25,"BROOKLYN"
"372",1092015,"FEL","Y","Y","M","B",29,"BROOKLYN"
"373",1092015,"FEL","N","N","M","B",44,"MANHATTAN"
"374",1092015,"FEL","Y","N","M","B",24,"QUEENS"
"375",1092015,"MISD","N","N","M","B",27,"MANHATTAN"
"376",1092015,"FEL","Y","N","M","B",23,"BROOKLYN"
"377",1092015,"MISD","Y","Y","M","Q",54,"MANHATTAN"
"378",1092015,"MISD","Y","N","F","B",27,"QUEENS"
"379",1092015,"MISD","N","N","M","B",23,"MANHATTAN"
"380",1092015,"MISD","Y","N","M","B",27,"QUEENS"
"381",1092015,"GRAND LARCENY","Y","Y","Z","Z",45,"BROOKLYN"
"382",1092015,"MISDEMEANOR","Y","N","F","B",28,"STATEN IS"
"383",1092015,"MISDEMEANOR","Y","N","F","B",18,"STATEN IS"
"384",1092015,"MISDEMEANOR","Y","N","M","B",17,"STATEN IS"
"385",1092015,"MISDEMEANOR","Y","N","M","B",20,"STATEN IS"
"386",1092015,"MISDEMEANOR","Y","N","M","B",20,"STATEN IS"
"387",1092015,"GLA","N","N","M","W",45,"BROOKLYN"
"388",1092015,"MISDEMEANOR","Y","Y","M","B",16,"STATEN IS"
"389",1092015,"MISDEMEANOR","Y","Y","M","B",19,"STATEN IS"
"390",1092015,"MISD","Y","N","F","Q",27,"BROOKLYN"
"391",1092015,"CPW","Y","N","M","B",25,"QUEENS"
"392",1092015,"FEL","Y","N","M","P",22,"QUEENS"
"393",1092015,"FEL","N","N","M","P",21,"QUEENS"
"394",1092015,"MISD","N","N","M","Q",24,"MANHATTAN"
"395",1092015,"MISD","Y","Y","M","B",15,"MANHATTAN"
"396",1092015,"CPCS","Y","N","M","P",57,"BROOKLYN"
"397",1092015,"FELONY/ROBBERY","Y","N","M","B",99,"BROOKLYN"
"398",1092015,"FELONY","Y","Y","M","Q",21,"QUEENS"
"399",1092015,"FELONY","Y","N","M","Q",20,"QUEENS"
"400",1092015,"FELONY","Y","Y","M","Q",21,"QUEENS"
"401",1092015,"FEL","Y","N","F","Q",25,"QUEENS"
"402",1092015,"FEL","Y","N","M","Q",26,"QUEENS"
"403",1092015,"MISDEMEANOR","Y","N","F","B",15,"QUEENS"
"404",1092015,"MISDEMEANOR","Y","N","M","B",15,"QUEENS"
"405",1092015,"FEL","N","N","M","Q",20,"MANHATTAN"
"406",1092015,"FEL","Y","N","M","Q",18,"BRONX"
"407",1092015,"MISDEMEANOR","Y","N","M","B",22,"STATEN IS"
"408",1092015,"MISD","N","N","M","B",18,"BRONX"
"409",1092015,"CPW","Y","Y","M","B",53,"MANHATTAN"
"410",1092015,"FEL","Y","N","M","B",23,"MANHATTAN"
"411",1092015,"FEL","Y","N","M","B",15,"MANHATTAN"
