"","datestop","crimsusp","frisked","searched","sex","race","age","city"
"37",1012014,"FELONY","Y","N","M","B","31","BROOKLYN"
"38",1012014,"FELONY","Y","N","F","B","23","BROOKLYN"
"39",1012014,"FELONY","Y","N","M","A","21","QUEENS"
"40",1012014,"FELONY","Y","N","M","B","17","BROOKLYN"
"41",1012014,"CPW","Y","N","M","P","19","BRONX"
"42",1012014,"CPW","Y","N","M","Q","18","BRONX"
"43",1012014,"CPW","Y","N","M","B","27","STATEN ISLAND"
"44",1012014,"BURGLARY","Y","N","M","Q","13","STATEN ISLAND"
"45",1012014,"CPM (MISD)","N","N","M","B","30","BRONX"
"46",1012014,"ASSAULT","Y","Y","M","B","34","BRONX"
"47",1012014,"ASSAULT","Y","Y","M","B","35","BRONX"
"48",1012014,"FELONY","N","N","M","B","42","QUEENS"
"49",1012014,"BURGLARY","N","N","M","Q","46","BROOKLYN"
"50",1012014,"FEL","N","N","M","P","21","MANHATTAN"
"51",1012014,"FELONY","N","N","M","B","18","MANHATTAN"
"52",1012014,"FELONY","N","N","M","B","14","MANHATTAN"
"53",1012014,"FELONY","Y","N","M","Q","19","BRONX"
"54",1012014,"FELONY","Y","N","M","Q","22","BRONX"
"55",1012014,"FELONY","Y","N","M","B","34","MANHATTAN"
"56",1012014,"CPM","N","N","F","B","25","STATEN ISLAND"
"57",1012014,"FELONY","Y","Y","M","B","18","MANHATTAN"
"58",1012014,"CPM","N","N","M","B","23","STATEN ISLAND"
"59",1012014,"FELONY","Y","N","M","B","24","MANHATTAN"
"60",1012014,"FELONY","Y","N","M","B","21","MANHATTAN"
"61",1012014,"FELONY","Y","N","M","B","41","MANHATTAN"
"62",1012014,"CPM/ CRIMINAL TRESPASS","N","N","M","Q","**","QUEENS"
"63",1012014,"FELONY","Y","Y","M","U","19","MANHATTAN"
"64",1012014,"CRIMINAL MISCHIEF","Y","N","M","W","37","QUEENS"
"65",1012014,"ROBBERY","Y","N","M","B","22","QUEENS"
"66",1012014,"FELONY","Y","N","M","B","21","BRONX"
"67",1012014,"FELONY","Y","N","M","B","19","BROOKLYN"
"68",1012014,"FELONY","Y","N","M","B","18","BROOKLYN"
"69",1012014,"MISD","Y","N","M","B","26","MANHATTAN"
"70",1012014,"FELONY","Y","N","M","B","42","QUEENS"
"71",1012014,"FELONY","Y","N","M","P","31","BRONX"
"72",1012014,"ASSAULT","Y","N","M","B","42","STATEN ISLAND"
"73",1012014,"ASSAULT","Y","Y","M","B","19","BRONX"
"74",1012014,"FELONY","Y","N","M","B","20","BROOKLYN"
"75",1012014,"CPCS","N","N","M","B","22","STATEN ISLAND"
"76",1012014,"ASSAULT/CPW","Y","N","M","B","29","BRONX"
"77",1012014,"FEL","Y","N","M","B","18","BROOKLYN"
"78",1012014,"CPW","Y","N","M","B","20","BRONX"
"79",1012014,"CPW","Y","N","M","B","20","BRONX"
"80",1012014,"ASSAULT","N","N","F","Q","34","STATEN ISLAND"
"81",1012014,"FELONY","Y","N","M","B","24","BRONX"
"82",1012014,"ASSAULT","Y","N","M","Q","35","BRONX"
"83",1012014,"ASSAULT 2","Y","N","M","Q","23","BRONX"
"84",1012014,"ASSAULT 2","Y","Y","M","Q","27","BRONX"
"85",1012014,"CPW MISD","Y","N","M","B","25","BROOKLYN"
"86",1012014,"FELONY","N","N","M","B","24","BRONX"
"87",1012014,"FELONY","N","N","M","B","20","BRONX"
"88",1012014,"FELONY","N","N","M","B","22","BRONX"
"89",1012014,"FELONY","N","N","M","B","22","BRONX"
"90",1012014,"FELONY","N","N","M","B","22","BRONX"
"91",1012014,"CRIM MISF","Y","N","M","A","25","QUEENS"
"92",1012014,"ASSAULT","N","N","M","Q","25","BROOKLYN"
"93",1012014,"ASSAULT","N","N","M","Q","47","BROOKLYN"
"94",1012014,"ASSAULT","N","N","M","Q","39","BROOKLYN"
"95",1012014,"ASSAULT","N","N","M","Q","50","BROOKLYN"
"96",1012014,"ASSAULT","N","N","M","Q","21","BROOKLYN"
"97",1012014,"MISD","Y","N","M","P","17","BRONX"
"98",1012014,"ROBBERY","Y","N","M","B","19","BROOKLYN"
"99",1012014,"CPW","Y","N","M","B","20","BROOKLYN"
"100",1012014,"FEL","Y","Y","M","B","36","MANHATTAN"
"101",1012014,"GLA","N","N","M","B","54","BROOKLYN"
"102",1012014,"FELONY","N","N","M","W","54","QUEENS"
"103",1012014,"CPW","Y","N","M","B","44","MANHATTAN"
"104",1012014,"GLA","Y","N","M","I","40","QUEENS"
"105",1012014,"PETIT LARCENY","Y","Y","M","B","24","STATEN ISLAND"
"106",1012014,"MISD","Y","Y","M","B","43","BROOKLYN"
"107",1012014,"MISD","Y","N","M","P","15","BRONX"
"108",1012014,"MISD","Y","N","M","Q","19","BRONX"
"109",1012014,"GLA","Y","N","M","B","56","STATEN ISLAND"
"110",1012014,"GLA","Y","N","M","B","53","STATEN ISLAND"
"111",1012014,"ROBBERY","N","N","M","B","18","QUEENS"
"112",1012014,"ROBBERY","N","N","M","B","20","QUEENS"
"113",1012014,"ROBBERY","N","N","M","Q","17","QUEENS"
"114",1012014,"FELONY","Y","N","M","Q","36","BRONX"
"115",1012014,"MISD","Y","N","M","B","16","BROOKLYN"
"116",1012014,"MISD","Y","N","M","B","17","BROOKLYN"
"117",1012014,"CPW","Y","Y","M","B","43","BRONX"
"118",1012014,"FELONY/BURG","Y","N","M","B","24","BROOKLYN"
"119",1012014,"FELONY","Y","N","F","A","14","MANHATTAN"
"120",1012014,"FELONY","Y","N","M","B","14","MANHATTAN"
"121",1012014,"FELONY","Y","N","M","B","14","MANHATTAN"
"122",1012014,"FELONY","Y","N","M","B","15","MANHATTAN"
"123",1012014,"FELNY","Y","N","M","B","16","MANHATTAN"
"124",1012014,"FELONY","Y","N","M","P","13","MANHATTAN"
"125",1012014,"MISD","Y","N","M","Q","31","MANHATTAN"
"126",1012014,"CRIMINAL TRESPASS","Y","N","M","B","18","QUEENS"
"127",1012014,"MISD","N","N","M","W","42","MANHATTAN"
"128",1012014,"CPM (MISD)","N","N","F","Q","36","BRONX"
"129",1012014,"CPM (MISD)","N","N","M","Q","36","BRONX"
"130",1012014,"FEL","N","N","M","B","47","BROOKLYN"
"131",1012014,"CPW","Y","N","M","B","32","BRONX"
"132",1012014,"BURGLARY (FEL)","N","N","M","B","31","BROOKLYN"
"133",1012014,"MISD","N","N","F","Z","41","MANHATTAN"
"134",1012014,"FEL","Y","N","M","B","19","BROOKLYN"
"135",1012014,"MISD","N","N","M","Z","48","MANHATTAN"
"136",1012014,"ROBBERY","Y","N","M","P","24","BRONX"
"137",1012014,"FEL","N","N","M","Q","32","BROOKLYN"
"138",1012014,"CPW","Y","N","M","Q","22","BRONX"
"139",1012014,"FELONY/GLA","N","N","M","B","35","BROOKLYN"
"140",1012014,"FEL  / BURGLARY","Y","Y","M","B","30","MANHATTAN"
"141",1012014,"CPM (MISD)","N","Y","M","Q","23","BRONX"
"142",1012014,"CT (MISD)","Y","N","F","Q","47","BRONX"
"143",1012014,"CT (MISD)","Y","N","M","Q","44","BRONX"
"144",1012014,"CT (MISD)","Y","N","M","Q","19","BRONX"
"145",1012014,"FEL","Y","N","M","W","36","BROOKLYN"
"146",1012014,"FEL","Y","N","Z","Z","34","BROOKLYN"
"147",1012014,"CPW","Y","N","M","B","47","BRONX"
"148",1012014,"GRAND LARCENY","Y","N","M","W","26","STATEN ISLAND"
"149",1012014,"ROBBERY","N","N","M","B","21","BROOKLYN"
"150",1012014,"CPW","Y","N","M","B","26","BRONX"
"151",1012014,"CPW","Y","Y","M","B","27","BRONX"
"152",1012014,"ROBBERY (FEL)","Y","N","M","B","25","BROOKLYN"
"153",1012014,"CPW","Y","N","M","B","39","BRONX"
"154",1012014,"MISD","N","Y","M","B","49","MANHATTAN"
"155",1012014,"FEL/GLFA","N","N","M","W","34","QUEENS"
"156",1012014,"FEL","Y","N","M","W","38","BROOKLYN"
"157",1012014,"MISD","N","N","M","B","41","BRONX"
"158",1012014,"ROBBERY","Y","N","M","B","19","BRONX"
"159",1012014,"ROBBERY","Y","N","M","B","14","BRONX"
"160",1012014,"FEL","Y","N","M","B","19","BROOKLYN"
"161",1012014,"ROBBERY (FEL)","Y","N","M","B","42","BROOKLYN"
"162",1012014,"ROBBERY (FEL)","Y","N","M","B","36","BROOKLYN"
"163",1012014,"ROBBERY","Y","N","M","Q","17","BRONX"
"164",1012014,"ROBBERY","Y","N","M","Q","13","BRONX"
"165",1012014,"CPM","N","N","M","Q","21","BRONX"
"166",1012014,"CRIMINAL CONTEMPT","Y","N","F","W","33","BROOKLYN"
"167",1012014,"FELONY","Y","Y","F","B","38","MANHATTAN"
"168",1012014,"FELONY","Y","Y","M","B","35","MANHATTAN"
"169",1012014,"FELONY","Y","N","M","B","33","MANHATTAN"
"170",1012014,"FELONY","Y","Y","M","B","26","MANHATTAN"
"171",1012014,"MISD","N","Y","F","B","16","MANHATTAN"
"172",1012014,"MISD","N","Y","F","B","19","MANHATTAN"
"173",1012014,"MISD","N","Y","M","Q","21","MANHATTAN"
"174",1012014,"FEL","Y","N","M","B","26","QUEENS"
"175",1012014,"MISD","N","N","M","B","17","BROOKLYN"
"176",1012014,"FEL","Y","N","M","B","20","BROOKLYN"
"177",1012014,"FEL","Y","N","M","B","18","BROOKLYN"
"178",1012014,"FELONY","Y","N","M","B","21","BROOKLYN"
"179",1012014,"FELONY","Y","N","M","B","22","BROOKLYN"
"180",1012014,"FELONY","Y","N","M","W","23","MANHATTAN"
"181",1012014,"CPW","Y","N","M","B","15","QUEENS"
"182",1012014,"CPM","N","N","M","B","18","QUEENS"
"183",1012014,"FEL","Y","N","M","Q","21","BROOKLYN"
"184",1012014,"FEL","Y","N","M","Q","18","BROOKLYN"
"185",1012014,"FEL","Y","N","M","Q","19","BROOKLYN"
"186",1012014,"FEL","Y","N","M","Q","19","BROOKLYN"
"187",1012014,"FEL","Y","N","F","B","23","BROOKLYN"
"188",1012014,"FEL","Y","N","M","B","23","BROOKLYN"
"189",1012014,"FEL","Y","N","M","B","23","BROOKLYN"
"190",1012014,"GLA","Y","N","M","B","36","BROOKLYN"
"191",1012014,"FEL","Y","N","M","B","24","BROOKLYN"
"192",1012014,"FEL","Y","N","M","B","20","BROOKLYN"
"193",1012014,"GRAND LARCENY","N","N","M","B","43","STATEN ISLAND"
"194",1012014,"ROBBERY","Y","N","M","B","26","STATEN ISLAND"
"195",1012014,"CPCS","N","N","M","A","24","BROOKLYN"
"196",1012014,"CPCS","N","N","M","B","24","BROOKLYN"
"197",1012014,"FEL","Y","N","M","B","23","BROOKLYN"
"198",1012014,"FEL","Y","N","M","B","19","BROOKLYN"
"199",1012014,"CPCS","N","N","M","W","24","BROOKLYN"
"200",1012014,"ASSUALT","Y","N","M","B","37","STATEN ISLAND"
"201",1022014,"CRIM MISC","Y","Y","M","B","23","STATEN ISLAND"
"202",1022014,"FEL","Y","N","M","B","24","BROOKLYN"
"203",1022014,"FEL","Y","N","M","Q","24","BROOKLYN"
"204",1022014,"CRIM TRES","Y","Y","M","B","59","MANHATTAN"
"205",1022014,"FEL","Y","N","M","B","26","BROOKLYN"
"206",1022014,"CPW","Y","N","M","B","37","STATEN ISLAND"
"207",1022014,"ROBBERY","Y","N","M","B","32","MANHATTAN"
"208",1022014,"FEL","Y","N","M","B","33","BROOKLYN"
"209",1022014,"CPW","Y","N","M","P","40","STATEN ISLAND"
"210",1022014,"FEL","Y","N","M","W","21","BROOKLYN"
"211",1022014,"MISD","Y","N","M","B","41","BRONX"
"212",1022014,"FELONY","Y","N","M","B","20","QUEENS"
"213",1022014,"FELONY","N","N","M","B","20","QUEENS"
"214",1022014,"FELONY","N","N","M","B","20","QUEENS"
"215",1022014,"MISD","Y","N","M","B","50","BROOKLYN"
"216",1022014,"FELONY","N","N","M","B","22","QUEENS"
"217",1022014,"CPW","Y","Y","M","Q","36","STATEN ISLAND"
"218",1022014,"GLA/CPW","Y","N","M","B","21","BROOKLYN"
"219",1022014,"FEL","N","N","M","B","42","BROOKLYN"
"220",1022014,"BURGLARY","N","N","M","W","53","BROOKLYN"
"221",1022014,"MISD","N","N","F","Q","50","MANHATTAN"
"222",1022014,"FEL","Y","Y","M","B","32","BROOKLYN"
"223",1022014,"GLA","N","N","M","W","35","QUEENS"
"224",1022014,"MISD","N","N","M","W","27","BROOKLYN"
"225",1022014,"CPW","Y","Y","M","B","46","MANHATTAN"
"226",1022014,"MISD","Y","N","M","B","30","MANHATTAN"
"227",1022014,"CRIM TRES","Y","Y","M","Q","39","BROOKLYN"
"228",1022014,"MISD","N","N","M","W","34","MANHATTAN"
"229",1022014,"MISD","Y","Y","M","B","42","MANHATTAN"
"230",1022014,"MISD","Y","Y","M","P","39","MANHATTAN"
"231",1022014,"FEL","N","N","F","B","36","BROOKLYN"
"232",1022014,"CRIMINAL TAMPERING","N","N","M","B","54","MANHATTAN"
"233",1022014,"CRIMINAL TAMPERING","N","N","M","B","53","MANHATTAN"
"234",1022014,"FELONY","Y","N","M","P","21","MANHATTAN"
"235",1022014,"UNLAWFUL SALE OF FARE MEDIA","N","N","M","B","56","MANHATTAN"
"236",1022014,"FELONY","N","N","M","B","49","BROOKLYN"
"237",1022014,"FELONY","N","N","M","Q","54","BROOKLYN"
"238",1022014,"MIS","Y","Y","M","B","30","STATEN ISLAND"
"239",1022014,"FEL","N","N","M","W","24","BROOKLYN"
"240",1022014,"FEL","Y","Y","M","P","48","BROOKLYN"
"241",1022014,"CPW","Y","N","M","Q","22","QUEENS"
"242",1022014,"MISD","Y","Y","M","Q","29","MANHATTAN"
"243",1022014,"MISD","Y","N","F","B","47","BRONX"
"244",1022014,"FEL","Y","N","M","B","26","QUEENS"
"245",1022014,"FEL","Y","N","M","B","24","QUEENS"
"246",1022014,"MISD","N","N","M","Q","45","BROOKLYN"
"247",1022014,"FEL","Y","N","M","B","25","BROOKLYN"
"248",1022014,"CPW","Y","Y","M","Z","20","QUEENS"
"249",1022014,"FEL","Y","N","M","B","34","BROOKLYN"
"250",1022014,"MISD","Y","N","M","B","28","MANHATTAN"
"251",1022014,"CRIM TRES","N","Y","M","Q","45","BROOKLYN"
"252",1022014,"FELONY","Y","N","M","B","36","BRONX"
"253",1022014,"FEL","Y","N","M","B","42","BROOKLYN"
"254",1022014,"GRAND LARCENY AUTO","Y","N","M","Q","52","QUEENS"
"255",1022014,"FELONY","N","N","M","B","32","BRONX"
"256",1022014,"BURGLARY","Y","Y","M","B","16","QUEENS"
"257",1022014,"CPW","Y","Y","M","B","35","BROOKLYN"
"258",1022014,"FEL GLFA","Y","N","M","W","34","QUEENS"
"259",1022014,"FEK","Y","N","M","B","23","BROOKLYN"
"260",1022014,"CPW","Y","N","M","Q","18","BRONX"
"261",1022014,"CPW","Y","N","M","Q","19","BRONX"
"262",1022014,"CPW","Y","N","M","Q","19","BRONX"
"263",1022014,"GRAND LARCENY","Y","N","M","B","24","QUEENS"
"264",1022014,"MISD","Y","N","M","B","37","BROOKLYN"
"265",1022014,"MISD","Y","Y","M","B","39","BROOKLYN"
"266",1022014,"FEL","Y","Y","M","A","22","QUEENS"
"267",1022014,"MISD","N","N","M","B","14","QUEENS"
"268",1022014,"MISD","N","N","M","B","15","QUEENS"
"269",1022014,"ROBBERY","Y","N","M","B","13","BRONX"
"270",1022014,"ROBBERY","Y","N","M","B","15","BRONX"
"271",1022014,"CRIM TRES","N","N","M","B","15","QUEENS"
"272",1022014,"CRIM TRES","N","N","M","B","15","QUEENS"
"273",1022014,"ROBBERY","Y","N","M","P","16","BRONX"
"274",1022014,"CPW","Y","Y","M","A","23","QUEENS"
"275",1022014,"CPW","Y","Y","M","B","22","BRONX"
"276",1022014,"ASSAULT","N","N","M","B","49","BROOKLYN"
"277",1022014,"CPW","Y","Y","M","P","22","BRONX"
"278",1022014,"FELONY","N","N","M","B","42","QUEENS"
"279",1022014,"CPW","Y","Y","M","Q","42","BRONX"
"280",1022014,"MISD","Y","N","M","B","17","BROOKLYN"
"281",1022014,"MISD","Y","N","M","B","24","BROOKLYN"
"282",1022014,"CRIM TRES","N","N","M","B","18","BROOKLYN"
"283",1022014,"FELONY","Y","N","M","P","38","BRONX"
"284",1022014,"MISD","Y","Y","F","B","16","MANHATTAN"
"285",1022014,"MISD","Y","Y","M","Q","17","MANHATTAN"
"286",1022014,"FEL","Y","N","M","B","15","BROOKLYN"
"287",1022014,"CPW","N","N","M","B","25","BROOKLYN"
"288",1022014,"CPW","Y","Y","M","B","22","BROOKLYN"
"289",1022014,"FELONY","Y","N","M","B","22","QUEENS"
"290",1022014,"MISD","Y","N","M","Q","26","QUEENS"
"291",1022014,"CPM (MISD)","Y","Y","M","B","23","BRONX"
"292",1022014,"MISD","Y","Y","F","B","20","MANHATTAN"
"293",1022014,"FELONY","N","N","M","B","18","QUEENS"
"294",1022014,"CPW","Y","N","M","Q","34","BRONX"
"295",1022014,"MISD","Y","N","M","P","25","BRONX"
"296",1022014,"ROBBERY","N","N","M","B","43","BRONX"
"297",1022014,"MISD","Y","N","M","B","28","MANHATTAN"
"298",1022014,"CSCS","N","N","M","W","24","BROOKLYN"
"299",1022014,"GLA","Y","Y","M","B","**","MANHATTAN"
"300",1022014,"CPW","N","N","M","B","19","QUEENS"
"301",1022014,"CPM (MISD)","N","N","M","Q","23","BRONX"
"302",1022014,"MISD","N","N","M","Z","55","BROOKLYN"
"303",1022014,"MISD","N","N","M","B","18","BROOKLYN"
"304",1022014,"CRIMINAL TRESPASS","N","N","M","Q","38","BRONX"
"305",1022014,"FEL","N","N","M","B","19","BROOKLYN"
"306",1022014,"FELONY","Y","N","M","B","26","BROOKLYN"
"307",1022014,"FEL","N","N","M","B","19","BROOKLYN"
"308",1022014,"FEL","N","N","M","B","41","BROOKLYN"
"309",1022014,"FEL","N","N","M","B","20","QUEENS"
"310",1022014,"CPW,MENACING","N","N","M","B","**","BROOKLYN"
"311",1022014,"ROBBERY","Y","Y","M","Q","31","BRONX"
"312",1022014,"ROBBERY","Y","Y","M","Q","33","BRONX"
"313",1022014,"MISD","N","N","M","B","31","BRONX"
"314",1022014,"FEL","Y","N","M","B","19","QUEENS"
"315",1022014,"FELONY","Y","N","M","B","22","QUEENS"
"316",1022014,"CPW","Y","Y","F","Q","30","BRONX"
"317",1022014,"FEL","Y","N","M","W","38","BROOKLYN"
"318",1022014,"MISD","Y","Y","M","Q","42","MANHATTAN"
"319",1022014,"CPW","Y","Y","M","B","20","BRONX"
"320",1022014,"FEL","N","N","M","B","18","BROOKLYN"
"321",1022014,"FEL","Y","N","M","B","20","MANHATTAN"
"322",1022014,"CRIMINAL TRESPASS","N","N","M","B","18","STATEN ISLAND"
"323",1022014,"CPW","Y","N","M","B","19","STATEN ISLAND"
"324",1022014,"CRIM TRES","Y","Y","M","B","22","STATEN ISLAND"
"325",1022014,"CRIMINAL TRESPASS","N","N","M","B","53","BRONX"
"326",1022014,"FELONY","N","N","M","B","25","MANHATTAN"
"327",1022014,"FELONY","Y","N","M","B","33","QUEENS"
"328",1032014,"CPW","Y","N","M","B","32","BRONX"
"329",1032014,"MISD","Y","N","M","Q","20","BROOKLYN"
"330",1032014,"MISD","Y","N","M","Q","21","BROOKLYN"
"331",1032014,"ASS","Y","Y","M","B","21","STATEN ISLAND"
"332",1032014,"ASS","Y","Y","M","B","21","STATEN ISLAND"
"333",1032014,"ASS","Y","Y","M","B","17","STATEN ISLAND"
"334",1032014,"ROBBERY","N","N","M","P","44","MANHATTAN"
"335",1032014,"BURGLARY","Y","N","M","B","34","QUEENS"
"336",1032014,"MISD","N","N","M","Q","32","BROOKLYN"
"337",1032014,"BURGLARY","N","N","M","I","22","BROOKLYN"
"338",1032014,"BURGLARY","N","N","M","W","54","BROOKLYN"
"339",1032014,"MISD","N","N","M","Q","43","MANHATTAN"
"340",1032014,"FELONY","Y","N","M","B","26","MANHATTAN"
"341",1032014,"FELONY","N","N","M","B","57","BRONX"
"342",1032014,"FEL","Y","N","M","Q","21","QUEENS"
"343",1032014,"FELONY","N","N","M","Q","66","BRONX"
"344",1032014,"SEX ABUSE","Y","Y","M","B","22","MANHATTAN"
"345",1032014,"GRAND LARCENY","Y","N","M","B","61","MANHATTAN"
"346",1032014,"GRAND LARCENY","Y","Y","M","P","55","MANHATTAN"
"347",1032014,"MISDEMEANOR","Y","Y","M","Q","42","MANHATTAN"
"348",1032014,"PETIT LARCENY","Y","N","M","Q","27","STATEN ISLAND"
"349",1032014,"FEL","N","N","M","W","29","MANHATTAN"
"350",1032014,"CPW","Y","N","M","B","25","QUEENS"
"351",1032014,"MISD","Y","N","M","B","17","BROOKLYN"
"352",1032014,"GLA","Y","N","M","W","34","STATEN ISLAND"
"353",1032014,"FEL","Y","Y","M","B","16","BROOKLYN"
"354",1032014,"PETIT LARCENY","Y","N","M","Q","53","STATEN ISLAND"
"355",1032014,"FEL","Y","N","M","Q","40","QUEENS"
"356",1032014,"MISD","Y","N","F","Q","28","QUEENS"
"357",1032014,"MISD","Y","N","M","B","30","QUEENS"
"358",1032014,"ROBBERY","Y","N","M","P","16","BROOKLYN"
"359",1032014,"FEL","Y","N","M","B","18","BRONX"
"360",1032014,"FEL","Y","N","M","B","19","BRONX"
"361",1032014,"FELONY","Y","N","M","B","52","QUEENS"
"362",1032014,"MISD","Y","N","M","Q","31","BROOKLYN"
"363",1032014,"FEL","Y","N","M","B","17","MANHATTAN"
"364",1032014,"CRIM","N","N","M","B","51","BRONX"
"365",1032014,"CPW","Y","N","M","B","22","BRONX"
"366",1032014,"GRAND LARCENY","N","N","M","Q","24","QUEENS"
"367",1032014,"MISD","N","N","M","B","53","MANHATTAN"
"368",1032014,"ROBBERY","Y","N","M","B","22","BRONX"
"369",1032014,"ROBBERY","Y","Y","M","B","20","BRONX"
"370",1032014,"CT","N","N","M","Q","16","BRONX"
"371",1032014,"FEL","Y","N","M","A","20","BROOKLYN"
"372",1032014,"FEL","Y","N","M","A","19","BROOKLYN"
"373",1032014,"FELONY","N","N","M","B","16","QUEENS"
"374",1032014,"MISD","Y","N","M","Q","22","BRONX"
"375",1032014,"MISD","Y","N","M","P","23","BRONX"
"376",1032014,"CPW","Y","N","M","B","13","QUEENS"
"377",1032014,"MISD","Y","Y","M","B","69","MANHATTAN"
"378",1032014,"CPW","Y","Y","M","B","13","QUEENS"
"379",1032014,"MISD","N","Y","M","P","27","BRONX"
"380",1032014,"ATTEMPTED ROBBERY","Y","Y","M","Q","15","BRONX"
"381",1032014,"CPCS","Y","N","M","B","40","BROOKLYN"
"382",1032014,"CPW","Y","Y","M","B","18","QUEENS"
"383",1032014,"FEL","Y","N","F","B","21","BROOKLYN"
"384",1032014,"FEL","Y","N","M","B","25","BROOKLYN"
"385",1032014,"FEL","Y","N","M","B","24","BROOKLYN"
"386",1032014,"FEL","Y","N","M","B","23","BROOKLYN"
"387",1032014,"MISD","Y","N","M","P","24","MANHATTAN"
"388",1032014,"MISD","Y","Y","M","Q","38","MANHATTAN"
"389",1032014,"CPW","Y","N","M","B","17","STATEN ISLAND"
"390",1032014,"MISD","Y","Y","M","B","52","MANHATTAN"
"391",1032014,"MISD","Y","N","F","Q","24","MANHATTAN"
"392",1032014,"FELONY","Y","Y","M","B","54","QUEENS"
"393",1032014,"ROBBERY","Y","N","M","B","18","BRONX"
"394",1032014,"ROBBERY","Y","N","M","B","15","BRONX"
"395",1032014,"ROBBERY","Y","N","M","B","20","BRONX"
"396",1032014,"FEL GLFA","N","N","M","W","45","QUEENS"
"397",1032014,"ROBERY","Y","N","M","B","29","BRONX"
"398",1032014,"FEL","Y","N","M","B","33","BROOKLYN"
"399",1032014,"CRIMINAL TRESPASS","N","N","F","B","46","BRONX"
"400",1032014,"CT","N","N","M","B","36","BRONX"
"401",1032014,"FEL","Y","N","M","B","32","BROOKLYN"
"402",1032014,"CPW","Y","N","M","B","21","BRONX"
"403",1032014,"MISD","N","N","M","B","60","BROOKLYN"
"404",1032014,"FELONY","Y","N","M","P","22","BROOKLYN"
"405",1032014,"MISD","Y","Y","F","Q","24","MANHATTAN"
"406",1032014,"MISD","Y","Y","M","B","24","MANHATTAN"
"407",1032014,"MISD","Y","Y","M","B","23","MANHATTAN"
"408",1032014,"FEL","Y","N","M","B","30","BROOKLYN"
"409",1032014,"MISD","Y","N","M","Q","36","BRONX"
"410",1032014,"ROBBERY","N","N","M","B","26","BROOKLYN"
"411",1042014,"FELONY","N","N","M","B","25","BROOKLYN"
"412",1042014,"FELONY","Y","Y","M","Q","34","QUEENS"
"413",1042014,"MISD","Y","N","M","A","30","BROOKLYN"
"414",1042014,"ROBBERY","Y","N","M","B","31","BRONX"
"415",1042014,"FEL","N","N","M","B","31","BROOKLYN"
"416",1042014,"GLA","N","N","M","W","19","STATEN ISLAND"
"417",1042014,"GLA","N","N","M","W","19","STATEN ISLAND"
"418",1042014,"MISD","Y","N","M","Q","34","BRONX"
"419",1042014,"ROBBERY / CPW","Y","N","M","Q","18","BRONX"
"420",1042014,"MISD","N","Y","F","Q","20","BRONX"
"421",1042014,"MISD","Y","N","M","B","29","MANHATTAN"
"422",1042014,"GLA","N","N","M","W","21","STATEN ISLAND"
"423",1042014,"GLA","N","N","M","W","21","STATEN ISLAND"
"424",1042014,"CPCS","Y","N","M","B","42","STATEN ISLAND"
