"date","sex","age","race","boro","crimsusp","frisked","searched","hit"
2015-01-02,"M",32,"Q","BROOKLYN","CPW","Y","Y","N"
2015-01-02,"M",15,"B","BRONX","CPW","Y","N","N"
2015-01-02,"M",20,"P","BRONX","CPW","Y","Y","Y"
2015-01-02,"Z",18,"B","BRONX","CPW","Y","N","N"
2015-01-02,"M",35,"Q","BROOKLYN","PETIT LARCENY","Y","Y","Y"
2015-01-02,"F",37,"B","BRONX","GRAND LARCENY","N","N","N"
2015-01-02,"M",30,"B","BRONX","GRAND LARCENY","N","N","N"
2015-01-02,"M",21,"B","BRONX","GRAND LARCENY","N","N","N"
2015-01-02,"M",20,"B","MANHATTAN","ASLT","Y","Y","N"
2015-01-02,"M",20,"W","BRONX","ROBBERY AT GUN POINT","Y","N","N"
2015-01-02,"M",24,"B","MANHATTAN","FEL","Y","N","N"
2015-01-02,"M",21,"B","MANHATTAN","FEL","Y","N","N"
2015-01-02,"M",29,"Q","MANHATTAN","FELONY","Y","N","N"
2015-01-02,"M",20,"B","BROOKLYN","ROBBERY","Y","N","N"
2015-01-02,"M",15,"B","BROOKLYN","ROBBERY","Y","N","Y"
2015-01-02,"M",18,"B","BROOKLYN","ROBBERY","Y","N","Y"
2015-01-02,"M",15,"B","BROOKLYN","ROBBERY","Y","N","N"
2015-01-02,"M",20,"B","BROOKLYN","ROBBERY","Y","N","N"
2015-01-02,"M",29,"P","BROOKLYN","ROBBERY","Y","N","N"
2015-01-02,"M",14,"Q","BROOKLYN","ROBBERY","Y","N","Y"
2015-01-02,"F",16,"B","STATEN IS","PET LARC","N","N","N"
2015-01-02,"F",21,"Q","MANHATTAN","POSSESSION OF WEAPON/FIR","Y","N","N"
2015-01-02,"M",23,"Q","MANHATTAN","CPW","Y","Y","N"
2015-01-02,"M",14,"Q","STATEN IS","FELONY","N","N","N"
2015-01-02,"M",17,"Q","STATEN IS","FELONY","N","N","N"
2015-01-02,"M",23,"Q","STATEN IS","FELONY","N","N","N"
2015-01-02,"M",25,"Q","STATEN IS","FELONY","N","N","N"
2015-01-02,"M",17,"B","BRONX","CPW","Y","N","N"
2015-01-02,"M",25,"B","MANHATTAN","MISD","Y","N","N"
2015-01-02,"M",22,"B","MANHATTAN","MISD","Y","Y","Y"
2015-01-02,"M",17,"Q","BRONX","CPW","Y","N","N"
2015-01-02,"Z",26,"Z","BROOKLYN","CPW","Y","N","N"
2015-01-02,"M",16,"B","BROOKLYN","CPW","Y","N","N"
2015-01-02,"M",19,"B","BROOKLYN","CPW","Y","N","N"
2015-01-02,"M",25,"B","BRONX","FEL","Y","N","N"
2015-01-02,"M",17,"B","BROOKLYN","MIS","Y","Y","N"
2015-01-02,"M",16,"B","BRONX","CPW","Y","Y","Y"
2015-01-02,"M",18,"B","BRONX","CPW","Y","Y","Y"
2015-01-02,"M",17,"B","BRONX","CPW","Y","Y","Y"
2015-01-03,"M",19,"Q","BROOKLYN","CPW","Y","N","N"
2015-01-03,"M",19,"B","BROOKLYN","FEL","Y","N","N"
2015-01-03,"M",19,"B","BROOKLYN","FEL","Y","N","N"
2015-01-03,"M",19,"B","BROOKLYN","FEL","Y","N","N"
2015-01-03,"M",30,"W","BROOKLYN","FEL","Y","N","N"
2015-01-03,"M",21,"B","QUEENS","FELONY","Y","N","Y"
2015-01-03,"M",41,"W","STATEN IS","COMM BURGS","N","N","N"
2015-01-03,"M",20,"Q","MANHATTAN","MISD","Y","Y","N"
2015-01-03,"M",21,"W","BROOKLYN","GLA","Y","Y","Y"
2015-01-03,"M",20,"W","BROOKLYN","GLA","Y","N","N"
2015-01-03,"M",36,"P","BROOKLYN","FEL","Y","N","N"
2015-01-03,"M",42,"Q","BROOKLYN","FEL","Y","N","N"
2015-01-03,"M",25,"Q","QUEENS","ASSAULT 2","Y","Y","Y"
2015-01-03,"M",36,"B","BROOKLYN","ASSAULT FELONY","Y","N","N"
2015-01-03,"M",17,"B","MANHATTAN","F","Y","Y","N"
2015-01-03,"M",19,"B","MANHATTAN","F","Y","N","N"
2015-01-03,"M",28,"B","BROOKLYN","MISD","Y","N","N"
2015-01-03,"M",20,"Q","BRONX","PETIT LARCENY","Y","N","N"
2015-01-03,"M",18,"B","BROOKLYN","ROBBERY","Y","N","N"
2015-01-03,"M",25,"B","BRONX","FEL","N","N","N"
2015-01-03,"M",24,"P","BRONX","CPW","Y","N","N"
2015-01-03,"M",24,"Q","BRONX","CPW","Y","N","N"
2015-01-03,"M",28,"B","QUEENS","FELONY","Y","Y","Y"
2015-01-03,"M",24,"B","QUEENS","FELONY","Y","Y","Y"
2015-01-03,"M",22,"Q","STATEN IS","BURG","Y","N","N"
2015-01-03,"M",25,"W","STATEN IS","BURG","Y","N","N"
2015-01-04,"M",31,"Q","BRONX","FEL","Y","N","N"
2015-01-04,"M",20,"B","BROOKLYN","FELONY","N","N","N"
2015-01-04,"M",31,"Q","QUEENS","FELONY","Y","N","N"
2015-01-04,"F",36,"Q","MANHATTAN","FEL","Y","N","Y"
2015-01-04,"M",42,"P","MANHATTAN","FEL","Y","N","Y"
2015-01-04,"M",30,"B","BROOKLYN","FELONY","Y","N","N"
2015-01-04,"M",35,"W","BROOKLYN","MIS/CPW","Y","N","N"
2015-01-04,"M",27,"B","QUEENS","FEL","Y","N","Y"
2015-01-04,"M",59,"B","QUEENS","FELONY","Y","N","N"
2015-01-04,"M",55,"B","QUEENS","FELONY","Y","N","N"
2015-01-04,"M",18,"B","BROOKLYN","CPW","Y","Y","Y"
2015-01-04,"M",16,"Z","BROOKLYN","CPW","Y","Y","Y"
2015-01-04,"M",14,"B","QUEENS","MAKING GRAFFITI","N","N","N"
2015-01-04,"M",145,"B","QUEENS","MAKING GRAFFITI","N","N","N"
2015-01-04,"M",26,"B","MANHATTAN","CPW","Y","N","N"
2015-01-04,"M",30,"P","BROOKLYN","FEL","Y","Y","N"
2015-01-04,"M",24,"B","QUEENS","FEL","Y","N","N"
2015-01-05,"M",49,"B","BRONX","FEL","Y","N","N"
2015-01-05,"M",33,"Q","QUEENS","UNAUTHORIZED USE","Y","N","Y"
2015-01-05,"M",25,"W","BROOKLYN","MISD","N","N","N"
2015-01-05,"M",20,"Q","QUEENS","GRAND LARCENY","Y","Y","Y"
2015-01-05,"F",26,"Q","QUEENS","MISDEMEANOR","Y","Y","Y"
2015-01-05,"M",17,"B","MANHATTAN","FEL  / ROBBERY","Y","N","N"
2015-01-05,"M",20,"B","BROOKLYN","MIS/CPW","Y","N","N"
2015-01-05,"M",62,"B","BRONX","FEL","N","N","N"
2015-01-05,"M",42,"Q","MANHATTAN","MISD","Y","Y","Y"
2015-01-05,"M",17,"P","MANHATTAN","FEL","Y","N","N"
2015-01-05,"M",16,"Q","MANHATTAN","FEL","Y","N","N"
2015-01-05,"M",18,"Q","MANHATTAN","FEL","Y","N","N"
2015-01-05,"M",18,"Q","MANHATTAN","FEL","Y","N","N"
2015-01-05,"M",14,"B","MANHATTAN","FEL","Y","N","N"
2015-01-05,"M",15,"B","MANHATTAN","FEL","Y","N","Y"
2015-01-05,"M",20,"W","QUEENS","MISD","N","N","N"
2015-01-05,"M",13,"B","BRONX","FEL/ROB","Y","Y","N"
2015-01-05,"M",13,"B","BRONX","FEL/ROB","Y","Y","N"
2015-01-05,"M",19,"B","BROOKLYN","FEL","N","N","N"
2015-01-05,"M",20,"B","MANHATTAN","FELONY","Y","N","N"
2015-01-05,"M",18,"B","BROOKLYN","BURGLARY`","Y","N","N"
2015-01-05,"M",18,"B","BROOKLYN","BURGLARY","Y","N","N"
2015-01-05,"M",19,"P","BROOKLYN","BURGLARY","Y","Y","N"
2015-01-06,"F",25,"B","QUEENS","FELONY","Y","N","Y"
2015-01-06,"F",26,"B","QUEENS","FELONY","Y","N","Y"
2015-01-06,"M",23,"B","QUEENS","FELONY","Y","N","N"
2015-01-06,"M",32,"B","QUEENS","FELONY","Y","N","N"
2015-01-06,"M",28,"P","MANHATTAN","FELONY","Y","N","N"
2015-01-06,"M",46,"B","BROOKLYN","CPW","Y","N","N"
2015-01-06,"M",49,"P","MANHATTAN","FEL","Y","N","N"
2015-01-06,"M",18,"A","QUEENS","ASSAULT","Y","Y","Y"
2015-01-06,"M",17,"B","BROOKLYN","BURGLARY","Y","Y","Y"
2015-01-06,"M",23,"B","BRONX","CPW/ATTEMPED MURDER OF P","Y","N","N"
2015-01-06,"M",25,"P","BRONX","CPW/ATT MURDER OF PO","Y","N","N"
2015-01-06,"M",20,"B","MANHATTAN","MISD","N","N","N"
2015-01-06,"M",19,"B","MANHATTAN","MISD","Y","N","Y"
2015-01-06,"M",18,"B","MANHATTAN","MISD","N","N","N"
2015-01-06,"M",25,"B","QUEENS","ROBBERY","Y","N","N"
2015-01-06,"M",25,"B","QUEENS","ROBBERY","Y","N","N"
2015-01-06,"M",24,"B","QUEENS","ROBBERY","Y","N","N"
2015-01-06,"M",17,"P","MANHATTAN","MISD","Y","N","Y"
2015-01-06,"M",15,"Q","QUEENS","ROBBERY","Y","Y","Y"
2015-01-06,"M",48,"B","MANHATTAN","FEL","Y","N","N"
2015-01-06,"F",24,"B","BROOKLYN","PETIT LARC","N","N","N"
2015-01-06,"M",24,"A","QUEENS","FEL","N","N","N"
2015-01-06,"M",21,"W","QUEENS","FEL","N","N","N"
2015-01-06,"M",22,"Q","MANHATTAN","MISD","N","N","N"
2015-01-06,"M",19,"Q","MANHATTAN","MISD","N","N","N"
2015-01-06,"M",33,"B","BRONX","MISD","Y","Y","Y"
2015-01-06,"M",24,"P","QUEENS","ASSAULT","Y","N","N"
2015-01-06,"M",19,"Q","QUEENS","ASSAULT","Y","N","N"
2015-01-06,"M",23,"B","QUEENS","FELONY","Y","Y","N"
2015-01-06,"M",25,"B","BRONX","MISD","Y","N","N"
2015-01-06,"M",25,"B","BRONX","MISD","Y","N","N"
2015-01-06,"M",21,"W","QUEENS","FEL/GLFA","Y","N","Y"
2015-01-06,"M",47,"Q","BRONX","MISD","Y","N","N"
2015-01-06,"M",22,"Q","BROOKLYN","ROBBERY","Y","N","N"
2015-01-06,"M",54,"B","BROOKLYN","FEL","Y","N","N"
2015-01-06,"M",20,"A","QUEENS","GRAND LARCENY","Y","N","N"
2015-01-06,"M",22,"Q","QUEENS","FELONY","Y","N","N"
2015-01-06,"M",25,"W","QUEENS","FELONY","Y","N","N"
2015-01-06,"M",17,"B","BROOKLYN","ROBBERY","Y","N","N"
2015-01-06,"M",53,"B","MANHATTAN","MISD","N","N","Y"
2015-01-07,"M",23,"B","QUEENS","FEL","Y","N","N"
2015-01-07,"M",23,"Q","QUEENS","FEL","Y","N","N"
2015-01-07,"M",34,"Q","QUEENS","FELONY","Y","N","N"
2015-01-07,"M",28,"Q","QUEENS","ASSAULT","Y","N","Y"
2015-01-07,"M",29,"P","QUEENS","GRAND LARCENY AUTO","Y","N","Y"
2015-01-07,"M",18,"B","BROOKLYN","MISD","Y","N","Y"
2015-01-07,"M",16,"P","MANHATTAN","FELONY","N","N","N"
2015-01-07,"F",0,"Q","MANHATTAN","MISD","N","N","N"
2015-01-07,"M",39,"B","MANHATTAN","FEL","N","N","N"
2015-01-07,"M",54,"B","BROOKLYN","BURGLARY","N","N","N"
2015-01-07,"F",16,"B","MANHATTAN","MISD","N","N","N"
2015-01-07,"M",27,"W","MANHATTAN","FEL","N","N","N"
2015-01-07,"M",61,"B","MANHATTAN","FEL","N","N","N"
2015-01-07,"M",33,"B","BRONX","GLA","N","Y","Y"
2015-01-07,"M",39,"B","BRONX","GLA","N","Y","Y"
2015-01-07,"M",44,"B","BRONX","GLA","N","Y","Y"
2015-01-07,"M",24,"B","BRONX","GLA","N","Y","Y"
2015-01-07,"M",44,"B","MANHATTAN","MISD","N","N","N"
2015-01-07,"M",24,"B","MANHATTAN","FEL","Y","N","N"
2015-01-07,"M",26,"B","QUEENS","FEL","Y","N","N"
2015-01-07,"M",30,"B","QUEENS","FEL","Y","N","N"
2015-01-07,"M",22,"B","MANHATTAN","FEL","N","N","N"
2015-01-07,"M",22,"B","MANHATTAN","FEL","N","N","N"
2015-01-07,"M",63,"B","BROOKLYN","MISD","N","N","Y"
2015-01-07,"M",40,"B","BROOKLYN","MISD","Y","N","Y"
2015-01-07,"M",46,"Q","QUEENS","BURGLARY","N","N","N"
2015-01-07,"M",57,"B","MANHATTAN","MISD","N","N","N"
2015-01-07,"M",22,"B","MANHATTAN","FEL","Y","N","Y"
2015-01-07,"M",22,"Q","MANHATTAN","FEL","Y","Y","Y"
2015-01-07,"M",28,"P","MANHATTAN","FEL  / ROBBERY","Y","Y","Y"
2015-01-07,"F",25,"B","MANHATTAN","FELONY","Y","Y","Y"
2015-01-07,"M",26,"B","MANHATTAN","FELONY","N","N","N"
2015-01-07,"M",14,"B","BROOKLYN","ASSAULT","N","N","N"
2015-01-07,"M",19,"B","BROOKLYN","ASSAULT","N","N","N"
2015-01-07,"M",17,"P","BROOKLYN","ASSAULT","N","N","N"
2015-01-07,"F",56,"W","STATEN IS","BURG","N","N","N"
2015-01-07,"M",15,"Q","QUEENS","MISDEMEANOR","Y","Y","Y"
2015-01-07,"M",18,"B","BROOKLYN","BURGLARY","Y","Y","N"
2015-01-07,"M",24,"B","QUEENS","FEL","Y","N","N"
2015-01-07,"M",35,"Q","QUEENS","FEL","Y","N","N"
2015-01-07,"M",57,"Q","MANHATTAN","FELONY","Y","N","N"
2015-01-07,"M",34,"Q","MANHATTAN","FEL","Y","N","N"
2015-01-07,"M",20,"P","BRONX","FELONY","Y","N","N"
2015-01-07,"M",52,"W","MANHATTAN","MISD","N","N","N"
2015-01-07,"M",31,"W","QUEENS","BURGLARY","Y","Y","Y"
2015-01-07,"M",60,"Q","MANHATTAN","FELONY","N","N","N"
2015-01-07,"M",36,"B","MANHATTAN","MISD","Y","N","Y"
2015-01-07,"M",19,"W","QUEENS","FEL","N","N","N"
2015-01-07,"M",21,"W","QUEENS","FEL","N","N","N"
2015-01-07,"M",22,"B","BROOKLYN","FEL","Y","N","N"
2015-01-07,"M",19,"Q","QUEENS","FELONY","Y","N","N"
2015-01-07,"M",17,"Q","QUEENS","FELONY","Y","N","N"
2015-01-07,"M",24,"B","QUEENS","FELONY","N","N","N"
2015-01-07,"M",34,"B","STATEN IS","ASSAULT","Y","N","N"
2015-01-07,"M",35,"B","BROOKLYN","FEL","Y","N","N"
2015-01-07,"M",18,"B","STATEN IS","CPW","Y","N","N"
2015-01-07,"M",32,"B","QUEENS","FELONY","N","N","N"
2015-01-07,"M",39,"W","QUEENS","FELONY","N","N","N"
2015-01-07,"M",48,"B","MANHATTAN","MISD","N","N","Y"
2015-01-07,"M",25,"P","BRONX","FEL","Y","N","N"
2015-01-08,"M",23,"Q","BROOKLYN","FEL","Y","N","N"
2015-01-08,"M",23,"P","BROOKLYN","FELONY","Y","Y","N"
2015-01-08,"M",24,"B","QUEENS","FELONY","Y","Y","N"
2015-01-08,"M",18,"B","QUEENS","FELONY","Y","Y","N"
2015-01-08,"M",60,"W","MANHATTAN","FEL","Y","N","N"
2015-01-08,"M",18,"Q","BROOKLYN","MISD","Y","N","N"
2015-01-08,"M",24,"Q","BROOKLYN","MISD","Y","N","N"
2015-01-08,"F",18,"W","BRONX","GLA","Y","N","Y"
2015-01-08,"M",21,"Q","BRONX","GLA","Y","N","N"
2015-01-08,"M",26,"W","BRONX","GLA","Y","N","N"
2015-01-08,"M",26,"B","BROOKLYN","FELONY","Y","N","N"
2015-01-08,"F",18,"Q","MANHATTAN","MISD","Y","N","N"
2015-01-08,"F",17,"Q","MANHATTAN","MISD","N","N","N"
2015-01-08,"M",17,"P","MANHATTAN","MISD","Y","N","N"
2015-01-08,"M",42,"Q","BRONX","MISD","Y","N","N"
2015-01-08,"M",37,"Q","BROOKLYN","FELONY/ROBBERY","Y","N","N"
2015-01-08,"M",23,"Q","QUEENS","FEL","Y","N","N"
2015-01-08,"M",27,"B","QUEENS","FELONY","Y","N","N"
2015-01-08,"M",40,"B","QUEENS","FELONY","Y","Y","N"
2015-01-08,"M",43,"A","MANHATTAN","MISD","Y","Y","Y"
2015-01-08,"M",23,"B","MANHATTAN","FEL","N","N","N"
2015-01-08,"M",53,"B","MANHATTAN","FEL","N","N","N"
2015-01-08,"M",30,"Q","MANHATTAN","FEL","Y","N","N"
2015-01-08,"M",47,"W","QUEENS","FEL","Y","N","N"
2015-01-08,"M",20,"B","BROOKLYN","BURGLARY","N","N","N"
2015-01-08,"M",48,"W","QUEENS","MISD","Y","N","N"
2015-01-08,"M",41,"W","QUEENS","CPCS","Y","N","N"
2015-01-08,"M",47,"Z","QUEENS","FELONY","Y","N","N"
2015-01-08,"M",31,"B","MANHATTAN","MISD","Y","Y","Y"
2015-01-08,"M",31,"Q","BRONX","CRIMINAL TRESPASS","Y","N","Y"
2015-01-08,"F",51,"Q","BRONX","CRIMINAL TRESPASS","N","Y","Y"
2015-01-08,"M",36,"B","QUEENS","FEL/GLA","Y","N","N"
2015-01-08,"M",22,"B","STATEN IS","FELONY","Y","N","N"
2015-01-08,"M",22,"W","STATEN IS","BURG","N","N","N"
2015-01-08,"M",23,"W","STATEN IS","BURG","N","N","N"
2015-01-08,"M",25,"B","QUEENS","HOMICIDE","N","N","N"
2015-01-08,"M",24,"Q","BROOKLYN","MISD","N","N","N"
2015-01-08,"M",23,"B","BROOKLYN","CPW","Y","Y","N"
2015-01-08,"M",20,"B","BROOKLYN","CPW","Y","Y","N"
2015-01-08,"M",19,"B","BROOKLYN","CPW","Y","Y","N"
2015-01-08,"M",23,"B","BROOKLYN","CPW","Y","Y","N"
2015-01-08,"M",31,"W","BROOKLYN","MISD","Y","N","N"
2015-01-08,"M",47,"Q","BROOKLYN","MISD","N","N","N"
2015-01-08,"M",44,"B","STATEN IS","MISDEMEANOR","Y","N","N"
2015-01-08,"M",17,"W","STATEN IS","MISDEMEANOR","N","N","N"
2015-01-08,"M",30,"B","BRONX","CRIMINAL TRESPASS","N","N","Y"
2015-01-08,"M",22,"B","BRONX","CRIMINAL TRESPASS","N","N","Y"
2015-01-08,"F",36,"Q","QUEENS","FEL","N","N","N"
2015-01-08,"M",49,"B","BROOKLYN","GLA (FEL)","Y","N","N"
2015-01-08,"M",23,"B","MANHATTAN","MISD","Y","Y","N"
2015-01-08,"M",32,"B","MANHATTAN","FEL","Y","N","N"
2015-01-08,"M",51,"P","BRONX","CPW","Y","Y","Y"
2015-01-08,"M",29,"B","BRONX","CRIMINAL TRESPASS","N","N","Y"
2015-01-08,"M",17,"B","BRONX","CPW","Y","N","N"
2015-01-08,"M",18,"W","BROOKLYN","MIS","Y","N","Y"
2015-01-08,"M",18,"W","BROOKLYN","M","Y","N","N"
2015-01-08,"M",16,"W","BROOKLYN","M","Y","N","N"
2015-01-08,"F",27,"I","QUEENS","BURGLARY","N","N","N"
2015-01-08,"M",18,"B","STATEN IS","MISDEMEANOR","Y","N","N"
2015-01-08,"F",28,"A","QUEENS","BURGLARY","N","N","N"
2015-01-08,"M",28,"P","BROOKLYN","FELONY/GLA","Y","N","N"
2015-01-08,"M",27,"P","BROOKLYN","FELONY/GLA","Y","N","N"
2015-01-08,"M",23,"Q","BROOKLYN","FELONY/GLA","Y","N","N"
2015-01-08,"M",18,"W","BROOKLYN","FELONY/GLA","Y","N","N"
2015-01-08,"M",24,"B","STATEN IS","MISDEMEANOR","N","N","N"
2015-01-08,"M",30,"B","STATEN IS","MISDEMEANOR","N","N","N"
2015-01-08,"M",21,"B","BRONX","CPW","Y","N","N"
2015-01-08,"M",22,"B","BROOKLYN","FEL","Y","N","N"
2015-01-08,"M",37,"Q","QUEENS","BURGLARY","Y","N","N"
2015-01-08,"M",35,"B","QUEENS","FELONY","Y","N","N"
2015-01-09,"M",22,"Q","BRONX","CPW","Y","Y","Y"
2015-01-09,"M",22,"B","MANHATTAN","F","Y","N","N"
2015-01-09,"M",56,"B","MANHATTAN","GRAND LARCENY","Y","N","N"
2015-01-09,"M",42,"W","BRONX","MISD","N","N","N"
2015-01-09,"M",51,"B","QUEENS","FELONY","Y","N","N"
2015-01-09,"M",46,"A","BROOKLYN","CRIMINAL MISCHIEF","Y","Y","N"
2015-01-09,"M",23,"B","BRONX","MISD","Y","Y","Y"
2015-01-09,"M",25,"P","QUEENS","GRAND LARCENY AUTO","Y","N","N"
2015-01-09,"M",28,"B","QUEENS","FEL","Y","Y","Y"
2015-01-09,"M",30,"B","QUEENS","FEL","Y","N","N"
2015-01-09,"F",23,"P","BROOKLYN","FEL","Y","N","Y"
2015-01-09,"M",19,"B","BROOKLYN","FEL","Y","N","Y"
2015-01-09,"M",20,"Q","BROOKLYN","FEL","Y","N","Y"
2015-01-09,"M",21,"Q","QUEENS","ROBBERY","N","N","N"
2015-01-09,"M",22,"B","QUEENS","FEL","Y","N","N"
2015-01-09,"M",24,"Q","QUEENS","FEL","Y","N","N"
2015-01-09,"M",32,"W","MANHATTAN","F","Y","N","N"
2015-01-09,"F",25,"B","BROOKLYN","FEL","Y","N","N"
2015-01-09,"M",29,"B","BROOKLYN","FEL","Y","Y","Y"
2015-01-09,"M",44,"B","MANHATTAN","FEL","N","N","N"
2015-01-09,"M",24,"B","QUEENS","FEL","Y","N","N"
2015-01-09,"M",27,"B","MANHATTAN","MISD","N","N","N"
2015-01-09,"M",23,"B","BROOKLYN","FEL","Y","N","N"
2015-01-09,"M",54,"Q","MANHATTAN","MISD","Y","Y","N"
2015-01-09,"F",27,"B","QUEENS","MISD","Y","N","N"
2015-01-09,"M",23,"B","MANHATTAN","MISD","N","N","N"
2015-01-09,"M",27,"B","QUEENS","MISD","Y","N","N"
2015-01-09,"Z",45,"Z","BROOKLYN","GRAND LARCENY","Y","Y","N"
2015-01-09,"F",28,"B","STATEN IS","MISDEMEANOR","Y","N","N"
2015-01-09,"F",18,"B","STATEN IS","MISDEMEANOR","Y","N","N"
2015-01-09,"M",17,"B","STATEN IS","MISDEMEANOR","Y","N","N"
2015-01-09,"M",20,"B","STATEN IS","MISDEMEANOR","Y","N","N"
2015-01-09,"M",20,"B","STATEN IS","MISDEMEANOR","Y","N","N"
