"date","sex","age","race","boro","crimsusp","frisked","searched","hit"
2016-01-08,"M","50","B","BROOKLYN","BURG","Y","N","Y"
2016-01-08,"M","42","B","BROOKLYN","BURGLARY","Y","Y","Y"
2016-01-08,"M","45","W","BRONX","10-11 COMMERCIAL BURGLARY","N","N","N"
2016-01-08,"M","50","B","BROOKLYN","FELONY","Y","N","N"
2016-01-08,"M","25","B","BROOKLYN","MISD","N","N","N"
2016-01-08,"F","17","B","BROOKLYN","MISD","N","N","Y"
2016-01-08,"M","38","B","MANHATTAN","PETIT LARCENY","Y","Y","N"
2016-01-08,"M","45","W","QUEENS","FELONY","N","N","N"
2016-01-08,"M","18","B","BRONX","CPW","Y","N","N"
2016-01-08,"M","18","B","BRONX","CPW","Y","N","N"
2016-01-08,"M","38","W","STATEN IS","GRAND LARCENY","N","N","N"
2016-01-08,"M","24","B","BRONX","CPW","Y","Y","N"
2016-01-08,"M","40","P","BRONX","FEL","Y","N","N"
2016-01-08,"M","18","Q","BRONX","ROBBERY","Y","Y","Y"
2016-01-08,"F","23","B","QUEENS","PETIT LARCENY`","N","N","N"
2016-01-08,"M","23","B","BRONX","PROMOTING GAMBLING","Y","N","N"
2016-01-08,"M","23","B","BRONX","PROMOTING GAMBLING","Y","Y","Y"
2016-01-08,"M","26","B","BRONX","PROMOTING GAMBLING","Y","N","N"
2016-01-08,"M","19","B","BRONX","PROMOTING GAMBLING","Y","N","N"
2016-01-08,"M","23","B","BRONX","PROMOTING GAMBLING","Y","N","N"
2016-01-08,"M","47","B","BROOKLYN","CPFI","N","N","N"
2016-01-08,"M","35","B","BROOKLYN","CPFI","N","N","N"
2016-01-08,"M","56","P","BROOKLYN","FEL","Y","N","N"
2016-01-08,"M","23","B","BRONX","MISD","Y","N","N"
2016-01-08,"M","20","P","BRONX","CPW","Y","N","N"
2016-01-08,"M","26","Q","BROOKLYN","FEL","Y","N","Y"
2016-01-08,"M","21","Z","BROOKLYN","FEL","Y","N","Y"
2016-01-08,"M","16","Z","MANHATTAN","FEL","N","Y","N"
2016-01-08,"M","42","Q","BRONX","CRIMINAL TRESPASS","Y","Y","Y"
2016-01-08,"M","23","B","BRONX","CPW","Y","N","Y"
2016-01-08,"F","37","I","BRONX","MISD","Y","Y","Y"
2016-01-08,"M","44","B","QUEENS","FELONY","Y","N","N"
2016-01-08,"M","27","B","BROOKLYN","FEL","Y","N","N"
2016-01-08,"M","33","Q","QUEENS","GLA","Y","N","N"
2016-01-08,"M","30","Q","QUEENS","GLA","Y","Y","Y"
2016-01-08,"M","27","B","BROOKLYN","FEL","Y","N","N"
2016-01-08,"M","39","B","QUEENS","FELONY","N","N","N"
2016-01-08,"F","28","Q","BRONX","FEL","N","N","N"
2016-01-09,"M","16","B","QUEENS","FEL","Y","Y","Y"
2016-01-09,"M","36","B","BROOKLYN","FEL","Y","N","N"
2016-01-09,"M","33","B","BROOKLYN","FEL","Y","N","N"
2016-01-09,"M","26","B","MANHATTAN","MISD","N","N","N"
2016-01-09,"F","29","B","BRONX","CRIM TRESPASS","N","N","N"
2016-01-09,"M","24","Q","MANHATTAN","MISD","Y","N","N"
2016-01-09,"M","17","Q","MANHATTAN","AUTO STRIPPING","Y","Y","Y"
2016-01-09,"M","22","W","QUEENS","FELONY","N","N","N"
2016-01-09,"M","26","W","QUEENS","FELONY","N","N","N"
2016-01-09,"M","53","B","QUEENS","FEL","Y","Y","N"
2016-01-09,"M","24","B","BRONX","FELONY","Y","N","N"
2016-01-09,"M","22","Q","BRONX","CPW","Y","N","N"
2016-01-09,"M","35","A","BRONX","MISD - GLA","Y","N","N"
2016-01-09,"M","37","Q","BROOKLYN","FELONY","N","N","N"
2016-01-09,"M","24","W","MANHATTAN","FELONY","Y","N","N"
2016-01-09,"M","19","A","STATEN IS","MISDEMEANOR","Y","N","N"
2016-01-09,"M","23","P","MANHATTAN","FEL SHOTS FIRED","Y","N","N"
2016-01-09,"M","22","Q","MANHATTAN","FEL (SHOTS FIRED)","Y","N","N"
2016-01-09,"M","57","B","MANHATTAN","CPW","Y","N","N"
2016-01-09,"M","23","B","BROOKLYN","CPW/MENACING","Y","N","N"
2016-01-09,"M","51","B","BROOKLYN","FEL","Y","N","N"
